N_entangling,N_entangling_sampler
11.0,22.0
11.0,23.0
11.0,23.0
11.0,20.0
11.0,19.0
11.0,16.0
11.0,23.0
11.0,17.0
11.0,21.0
11.0,14.0
11.0,19.0
11.0,23.0
11.0,24.0
11.0,22.0
11.0,22.0
11.0,16.0
11.0,23.0
11.0,19.0
11.0,21.0
11.0,26.0
11.0,21.0
11.0,27.0
11.0,20.0
11.0,13.0
11.0,20.0
11.0,25.0
11.0,20.0
11.0,11.0
11.0,18.0
11.0,23.0
11.0,23.0
11.0,21.0
11.0,27.0
11.0,14.0
11.0,27.0
11.0,17.0
11.0,18.0
11.0,19.0
11.0,17.0
11.0,26.0
11.0,26.0
11.0,23.0
11.0,21.0
11.0,25.0
11.0,24.0
11.0,17.0
11.0,15.0
11.0,14.0
11.0,17.0
11.0,27.0
11.0,27.0
11.0,27.0
11.0,24.0
11.0,29.0
11.0,21.0
11.0,20.0
11.0,20.0
11.0,20.0
11.0,20.0
11.0,26.0
11.0,21.0
11.0,24.0
11.0,19.0
11.0,17.0
11.0,16.0
11.0,19.0
11.0,18.0
11.0,21.0
11.0,23.0
11.0,23.0
11.0,15.0
11.0,25.0
11.0,23.0
11.0,15.0
11.0,19.0
11.0,17.0
11.0,17.0
11.0,25.0
11.0,18.0
11.0,21.0
11.0,24.0
11.0,19.0
11.0,18.0
11.0,23.0
11.0,16.0
11.0,19.0
11.0,21.0
11.0,20.0
11.0,22.0
11.0,22.0
11.0,24.0
11.0,19.0
11.0,23.0
11.0,17.0
11.0,23.0
11.0,18.0
11.0,24.0
11.0,23.0
11.0,21.0
11.0,18.0
11.0,26.0
11.0,29.0
11.0,18.0
11.0,20.0
11.0,18.0
11.0,29.0
11.0,25.0
11.0,27.0
11.0,21.0
11.0,17.0
11.0,13.0
11.0,25.0
11.0,19.0
11.0,25.0
11.0,20.0
11.0,23.0
11.0,23.0
11.0,20.0
11.0,18.0
11.0,19.0
11.0,19.0
11.0,26.0
11.0,27.0
11.0,27.0
11.0,22.0
11.0,23.0
11.0,23.0
11.0,18.0
11.0,17.0
11.0,21.0
11.0,21.0
11.0,24.0
11.0,20.0
11.0,19.0
11.0,24.0
11.0,20.0
11.0,23.0
11.0,21.0
