N_entangling,N_entangling_sampler
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,8.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,6.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,8.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,8.0
10.0,10.0
10.0,10.0
10.0,6.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,7.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,9.0
10.0,10.0
10.0,8.0
10.0,9.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
10.0,8.0
10.0,10.0
10.0,10.0
