N_entangling,N_entangling_sampler
7.0,10.0
7.0,13.0
7.0,14.0
7.0,11.0
7.0,11.0
7.0,8.0
7.0,10.0
7.0,10.0
7.0,13.0
7.0,7.0
7.0,11.0
7.0,10.0
7.0,8.0
7.0,10.0
7.0,13.0
7.0,9.0
7.0,11.0
7.0,12.0
7.0,7.0
7.0,8.0
7.0,13.0
7.0,11.0
7.0,10.0
7.0,10.0
7.0,8.0
7.0,13.0
7.0,13.0
7.0,9.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,9.0
7.0,10.0
7.0,9.0
7.0,8.0
7.0,16.0
7.0,8.0
7.0,12.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,13.0
7.0,14.0
7.0,13.0
7.0,12.0
7.0,11.0
7.0,11.0
7.0,7.0
7.0,11.0
7.0,13.0
7.0,13.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,13.0
7.0,11.0
7.0,10.0
7.0,7.0
7.0,10.0
7.0,14.0
7.0,14.0
7.0,10.0
7.0,8.0
7.0,11.0
7.0,8.0
7.0,13.0
7.0,13.0
7.0,10.0
7.0,10.0
7.0,11.0
7.0,13.0
7.0,8.0
7.0,8.0
7.0,11.0
7.0,9.0
7.0,10.0
7.0,12.0
7.0,10.0
7.0,8.0
7.0,9.0
7.0,10.0
7.0,14.0
7.0,10.0
7.0,13.0
7.0,10.0
7.0,16.0
7.0,17.0
7.0,10.0
7.0,13.0
7.0,10.0
7.0,8.0
7.0,11.0
7.0,10.0
7.0,12.0
7.0,10.0
7.0,9.0
7.0,12.0
7.0,10.0
7.0,13.0
7.0,11.0
7.0,10.0
7.0,13.0
7.0,11.0
7.0,10.0
7.0,7.0
7.0,13.0
7.0,8.0
7.0,8.0
7.0,10.0
7.0,10.0
7.0,9.0
7.0,13.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,10.0
7.0,9.0
7.0,9.0
7.0,10.0
7.0,7.0
7.0,11.0
7.0,9.0
7.0,6.0
7.0,14.0
7.0,14.0
7.0,10.0
7.0,9.0
7.0,7.0
7.0,10.0
7.0,11.0
7.0,10.0
7.0,10.0
7.0,13.0
7.0,16.0
7.0,9.0
7.0,13.0
7.0,7.0
7.0,13.0
7.0,10.0
7.0,7.0
7.0,14.0
7.0,12.0
7.0,13.0
7.0,13.0
7.0,13.0
7.0,8.0
7.0,10.0
7.0,14.0
7.0,11.0
7.0,13.0
7.0,10.0
7.0,16.0
7.0,10.0
7.0,13.0
7.0,15.0
7.0,8.0
7.0,11.0
7.0,10.0
7.0,10.0
7.0,11.0
7.0,14.0
7.0,13.0
7.0,10.0
7.0,7.0
7.0,10.0
7.0,10.0
7.0,13.0
7.0,9.0
7.0,11.0
7.0,13.0
7.0,13.0
7.0,16.0
7.0,14.0
7.0,7.0
7.0,10.0
7.0,9.0
7.0,13.0
7.0,11.0
7.0,13.0
7.0,11.0
