N_entangling,N_entangling_sampler
10.0,16.0
10.0,18.0
10.0,16.0
10.0,20.0
10.0,19.0
10.0,17.0
10.0,19.0
10.0,14.0
10.0,16.0
10.0,19.0
10.0,17.0
10.0,16.0
10.0,14.0
10.0,20.0
10.0,15.0
10.0,13.0
10.0,11.0
10.0,19.0
10.0,17.0
10.0,16.0
10.0,20.0
10.0,19.0
10.0,14.0
10.0,22.0
10.0,22.0
10.0,17.0
10.0,11.0
10.0,25.0
10.0,21.0
10.0,16.0
10.0,18.0
10.0,23.0
10.0,23.0
10.0,21.0
10.0,17.0
10.0,24.0
10.0,17.0
10.0,26.0
10.0,19.0
10.0,15.0
10.0,15.0
10.0,19.0
10.0,19.0
10.0,22.0
10.0,25.0
10.0,14.0
10.0,13.0
10.0,16.0
10.0,14.0
10.0,17.0
10.0,19.0
10.0,17.0
10.0,17.0
10.0,21.0
10.0,18.0
10.0,20.0
10.0,22.0
10.0,13.0
10.0,19.0
10.0,15.0
10.0,12.0
10.0,22.0
10.0,11.0
10.0,17.0
10.0,23.0
10.0,19.0
10.0,17.0
10.0,15.0
10.0,16.0
10.0,22.0
10.0,22.0
10.0,19.0
10.0,20.0
10.0,19.0
10.0,15.0
10.0,17.0
10.0,14.0
10.0,22.0
10.0,16.0
10.0,16.0
10.0,17.0
10.0,20.0
10.0,16.0
10.0,20.0
10.0,20.0
10.0,15.0
10.0,14.0
10.0,17.0
10.0,21.0
10.0,17.0
10.0,23.0
10.0,15.0
10.0,10.0
10.0,19.0
10.0,14.0
10.0,22.0
10.0,19.0
10.0,18.0
10.0,15.0
10.0,26.0
10.0,19.0
10.0,14.0
10.0,25.0
10.0,20.0
10.0,20.0
10.0,23.0
10.0,19.0
10.0,16.0
10.0,14.0
10.0,26.0
10.0,20.0
10.0,22.0
10.0,18.0
10.0,11.0
10.0,22.0
10.0,12.0
10.0,13.0
10.0,19.0
10.0,20.0
10.0,18.0
10.0,14.0
10.0,16.0
10.0,13.0
10.0,16.0
10.0,16.0
10.0,19.0
10.0,17.0
10.0,18.0
10.0,22.0
10.0,17.0
10.0,19.0
10.0,21.0
10.0,19.0
10.0,21.0
10.0,18.0
10.0,22.0
10.0,13.0
10.0,17.0
10.0,20.0
10.0,13.0
10.0,12.0
10.0,17.0
10.0,13.0
10.0,17.0
10.0,22.0
10.0,19.0
10.0,12.0
10.0,17.0
10.0,16.0
10.0,15.0
10.0,22.0
10.0,19.0
10.0,22.0
10.0,19.0
10.0,17.0
10.0,20.0
10.0,25.0
10.0,23.0
10.0,25.0
10.0,14.0
10.0,12.0
10.0,22.0
10.0,19.0
10.0,16.0
10.0,26.0
10.0,17.0
10.0,22.0
10.0,26.0
10.0,20.0
10.0,13.0
10.0,19.0
10.0,14.0
10.0,22.0
10.0,20.0
10.0,23.0
10.0,23.0
10.0,17.0
10.0,13.0
10.0,16.0
10.0,16.0
10.0,15.0
10.0,12.0
10.0,23.0
10.0,17.0
10.0,19.0
10.0,16.0
10.0,14.0
10.0,28.0
10.0,19.0
10.0,11.0
10.0,27.0
10.0,15.0
10.0,17.0
10.0,22.0
10.0,16.0
10.0,22.0
10.0,20.0
10.0,16.0
10.0,23.0
10.0,20.0
10.0,20.0
10.0,14.0
10.0,20.0
10.0,19.0
10.0,23.0
10.0,19.0
10.0,12.0
10.0,23.0
10.0,14.0
10.0,20.0
10.0,19.0
10.0,13.0
10.0,23.0
10.0,26.0
10.0,22.0
10.0,16.0
10.0,22.0
10.0,22.0
10.0,15.0
10.0,17.0
10.0,16.0
10.0,22.0
10.0,14.0
10.0,15.0
10.0,19.0
10.0,19.0
10.0,17.0
10.0,19.0
10.0,19.0
10.0,17.0
10.0,13.0
10.0,20.0
10.0,16.0
10.0,16.0
10.0,17.0
10.0,17.0
10.0,21.0
10.0,13.0
10.0,19.0
10.0,23.0
10.0,16.0
10.0,25.0
10.0,21.0
10.0,17.0
10.0,17.0
10.0,19.0
10.0,18.0
10.0,26.0
10.0,21.0
10.0,22.0
10.0,18.0
10.0,22.0
10.0,14.0
10.0,23.0
10.0,24.0
10.0,21.0
10.0,14.0
10.0,24.0
10.0,19.0
10.0,16.0
10.0,19.0
10.0,19.0
10.0,23.0
10.0,16.0
10.0,17.0
10.0,25.0
10.0,21.0
10.0,20.0
10.0,23.0
10.0,12.0
10.0,16.0
10.0,26.0
10.0,24.0
10.0,22.0
10.0,22.0
10.0,18.0
10.0,13.0
10.0,17.0
10.0,17.0
10.0,25.0
10.0,19.0
10.0,19.0
10.0,14.0
10.0,20.0
10.0,20.0
10.0,16.0
10.0,20.0
10.0,24.0
10.0,16.0
10.0,20.0
10.0,17.0
10.0,19.0
10.0,25.0
10.0,23.0
10.0,25.0
10.0,25.0
10.0,22.0
10.0,18.0
10.0,20.0
10.0,20.0
10.0,24.0
10.0,20.0
10.0,16.0
10.0,11.0
10.0,20.0
10.0,20.0
10.0,14.0
10.0,18.0
10.0,17.0
10.0,23.0
10.0,28.0
10.0,17.0
10.0,21.0
10.0,17.0
10.0,25.0
10.0,17.0
10.0,19.0
10.0,15.0
10.0,25.0
10.0,16.0
10.0,13.0
10.0,23.0
10.0,16.0
10.0,19.0
10.0,18.0
10.0,15.0
10.0,20.0
10.0,19.0
10.0,19.0
10.0,17.0
10.0,24.0
10.0,19.0
10.0,18.0
10.0,16.0
10.0,14.0
10.0,15.0
10.0,16.0
10.0,15.0
10.0,16.0
10.0,21.0
10.0,16.0
10.0,22.0
10.0,22.0
10.0,17.0
10.0,22.0
10.0,21.0
10.0,17.0
10.0,22.0
10.0,25.0
10.0,25.0
10.0,16.0
10.0,19.0
10.0,19.0
10.0,14.0
10.0,19.0
10.0,21.0
10.0,29.0
10.0,17.0
10.0,15.0
10.0,15.0
10.0,19.0
10.0,25.0
10.0,19.0
10.0,18.0
10.0,16.0
10.0,14.0
10.0,18.0
10.0,13.0
10.0,16.0
10.0,18.0
10.0,11.0
10.0,25.0
10.0,16.0
10.0,16.0
10.0,19.0
10.0,19.0
10.0,12.0
10.0,20.0
10.0,15.0
10.0,25.0
10.0,20.0
10.0,24.0
10.0,17.0
10.0,16.0
10.0,17.0
10.0,20.0
10.0,20.0
10.0,22.0
10.0,18.0
10.0,23.0
10.0,17.0
10.0,26.0
10.0,16.0
10.0,25.0
10.0,16.0
10.0,9.0
10.0,14.0
10.0,20.0
10.0,20.0
10.0,23.0
10.0,19.0
10.0,18.0
10.0,14.0
10.0,16.0
10.0,29.0
10.0,26.0
10.0,17.0
10.0,19.0
10.0,14.0
10.0,18.0
10.0,17.0
10.0,9.0
10.0,16.0
10.0,16.0
10.0,16.0
10.0,21.0
10.0,20.0
10.0,19.0
10.0,14.0
10.0,17.0
10.0,20.0
10.0,16.0
10.0,16.0
10.0,21.0
10.0,23.0
10.0,25.0
10.0,15.0
10.0,20.0
10.0,19.0
10.0,22.0
10.0,17.0
10.0,22.0
10.0,19.0
10.0,18.0
10.0,24.0
10.0,22.0
10.0,18.0
10.0,17.0
10.0,19.0
10.0,15.0
10.0,25.0
10.0,20.0
10.0,17.0
10.0,16.0
10.0,20.0
10.0,25.0
10.0,13.0
10.0,16.0
10.0,17.0
10.0,23.0
10.0,19.0
10.0,19.0
10.0,24.0
10.0,22.0
10.0,21.0
10.0,21.0
10.0,22.0
10.0,16.0
10.0,19.0
10.0,17.0
10.0,20.0
10.0,17.0
10.0,19.0
10.0,19.0
10.0,23.0
10.0,20.0
10.0,22.0
10.0,18.0
10.0,16.0
10.0,15.0
10.0,14.0
10.0,20.0
10.0,22.0
10.0,14.0
10.0,16.0
10.0,19.0
10.0,14.0
10.0,18.0
10.0,16.0
10.0,23.0
10.0,20.0
10.0,26.0
10.0,17.0
10.0,20.0
10.0,16.0
10.0,24.0
10.0,20.0
10.0,16.0
10.0,15.0
10.0,25.0
10.0,20.0
10.0,16.0
10.0,19.0
10.0,22.0
10.0,23.0
10.0,21.0
10.0,17.0
10.0,19.0
10.0,25.0
10.0,20.0
