Label,Fidelity,Actions,Verbose Sequence
GHZ,0.4999999999999999,"[8.0, 7.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2-0, 1-3, 1-2"
GHZ + noise,0.9999595646020374,"[8.0, 7.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2-0, 1-3, 1-2"
W,0.25,"[9.0, 8.0, 8.0, 4.0, 12.0, 3.0, 4.0, 8.0, 8.0, 8.0]","2-1, 2-0, 2-0, 0-3, 3-1, 0-2, 0-3, 2-0, 2-0, 2-0"
W + noise,0.85354044637026,"[9.0, 13.0, 12.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2-1, 3-2, 3-1, 0-1"
