N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
4.0,0.7070239632786242,0.5403935372503004,0.7281205150635167,0.8771199483275597,0.8164436305911561,0.903322261563758,0.8818731533270051,0.8258888902303656,0.909059220524282,0.9705625768153012,1.0,7.0,7.0,7.0,7.0,"1-0, 3-1, 2-0, 2-1"
2.0,0.6919451864914546,0.6391975103943278,0.7927715198972134,0.8508937060815416,0.9480333274512626,0.9743936045343764,0.8512796493791017,0.9484523403109253,0.9747037205608363,0.8742441273289445,1.0,2.0,2.0,2.0,2.0,"2-1, 2-0"
3.0,0.601705821912157,0.5856368106199143,0.7587368117725508,0.7547928144850786,0.9079384579848716,0.9530443153780714,0.7575447188483128,0.9145450539122699,0.9569796591158488,0.7922858910325873,0.9999999999999998,3.0,3.0,3.0,3.0,"0-3, 2-1, 2-0"
3.0,0.6536731892459646,0.6047719624509398,0.7708770611649479,0.8134800845757235,0.9170498635779705,0.957876554073432,0.8121204175258286,0.9141086331820765,0.956245906978859,0.8497576137687091,1.0000000000000009,3.0,3.0,3.0,3.0,"3-2, 2-0, 3-1"
3.0,0.6968036023062624,0.5710720898246568,0.7500705719189898,0.8853040877933803,0.9081000894164699,0.9535658942287054,0.8848223874709026,0.9073486400289007,0.953079946253808,0.9288780222262684,0.9999999999999996,3.0,3.0,3.0,3.0,"0-3, 0-1, 2-3"
4.0,0.716246520600752,0.5582939586349216,0.7404332284587603,0.9090568294398135,0.8856892832091288,0.9415803872613794,0.9101823855511968,0.8882736229017225,0.9433007943266467,0.9659928460805468,1.0000000000000018,4.0,4.0,4.0,4.0,"0-3, 0-3, 2-1, 2-0"
3.0,0.6120282923770588,0.579304240591221,0.7550456918045735,0.7722405471951541,0.9057754015137273,0.9523981240950534,0.7704608432201592,0.9034966248376048,0.9509943888800038,0.8109145148688923,0.9999999999999981,3.0,3.0,3.0,3.0,"3-2, 0-3, 1-0"
2.0,0.6383887092442431,0.617228295335726,0.7798787927415197,0.7925027743496896,0.9360150104109123,0.9680732527706015,0.7915291818773867,0.933076584566531,0.9669188858127302,0.8197867711734141,1.0000000000000009,2.0,2.0,2.0,2.0,"0-3, 2-0"
3.0,0.651289133949427,0.5688286053015865,0.7483097315392289,0.8071918303167864,0.858620113713062,0.9268355521596005,0.8214297700124429,0.8881284359555984,0.9428081574114848,0.8712761147585667,1.0000000000000004,6.0,6.0,4.0,6.0,"2-1, 3-2, 2-0"
2.0,0.770647813410074,0.7550850178149401,0.8680002871823453,0.8686955553254739,0.9565869203537161,0.9791252239811699,0.8686220481278359,0.9559372091716377,0.9786994660023018,0.888493573771288,0.999999999999999,2.0,2.0,2.0,2.0,"0-3, 2-1"
