N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
5.0,0.7174082206946889,0.5297676665823124,0.7191689122805811,0.9129318180602114,0.839456206336366,0.9155728453229715,0.9137061014756362,0.8406829327212141,0.9163262617613597,0.9970822043784077,1.0000000000000002,5.0,5.0,5.0,5.0,"2-1, 2-1, 1-0, 2-1, 3-2"
3.0,0.7074098329718153,0.5849558131051533,0.7570505031511343,0.8937790921736066,0.9169196951526801,0.9572805439390155,0.8924139319018553,0.9133705662482359,0.9554722470434516,0.9339981681420403,0.9999999999999998,3.0,3.0,3.0,3.0,"1-2, 0-1, 2-3"
5.0,0.6626007444625313,0.5159524186583765,0.7098818105602289,0.8551505055194573,0.8377949482013172,0.9146241925274792,0.8557623632297037,0.8396863835885027,0.9157525487936349,0.9345524549605315,0.9999999999999973,5.0,5.0,5.0,5.0,"2-1, 2-1, 1-0, 2-1, 3-2"
4.0,0.6759865872865867,0.5799058717480452,0.7542973205878406,0.8440974767007458,0.8790274813339789,0.9371530474619396,0.8425966438300795,0.876102774822912,0.935640903570014,0.9006584923157065,1.000000000000002,4.0,4.0,4.0,4.0,"2-1, 2-1, 1-0, 2-3"
4.0,0.6849548834924887,0.5515431097693264,0.7353169312601687,0.86626988258324,0.8688268469560769,0.9314645784975466,0.8672320561147036,0.8702571356629746,0.932300152708146,0.9301701268442812,1.0000000000000029,4.0,4.0,4.0,4.0,"1-0, 1-2, 2-3, 2-1"
6.0,0.7052669579148352,0.5097977138258205,0.705266962895961,0.9083138230067989,0.8264770559591881,0.9083138197701037,0.9095448012638258,0.8285018015910504,0.9095447984069678,0.9999999999995914,0.9999999999999982,6.0,6.0,6.0,6.0,"1-2, 0-1, 1-2, 1-0, 2-1, 3-2"
5.0,0.6991045835757778,0.520657507783417,0.7124185250768367,0.9018617249077171,0.8441739934234497,0.9179907156348146,0.9048603955627703,0.8489970731943055,0.9207768684034452,0.9829753834247991,0.9999999999999982,5.0,5.0,5.0,5.0,"1-0, 2-1, 1-0, 2-1, 3-2"
5.0,0.6165474794508007,0.5258555374599718,0.716115227030034,0.7833049555452205,0.8357820474368067,0.9135282462111465,0.7847675098247917,0.83738079025374,0.9144884666296305,0.857021224300238,1.0000000000000022,5.0,5.0,5.0,5.0,"2-1, 2-1, 1-0, 2-1, 3-2"
5.0,0.6995822186550493,0.5276451490495778,0.7177592461729361,0.8921000050051054,0.8394882658504611,0.9155149231666729,0.8916638093355027,0.8379104284487712,0.9147130908286161,0.9750338716506048,1.0000000000000002,5.0,5.0,5.0,5.0,"2-1, 2-1, 1-0, 2-1, 3-2"
5.0,0.6914371288207123,0.5913204138889203,0.7625995923665068,0.8386461271987234,0.8599226124564119,0.9266458760778673,0.8374659208420215,0.8564114875884556,0.9248915368088451,0.9054788829827597,0.9999999999999984,5.0,5.0,5.0,5.0,"0-1, 3-2, 1-0, 2-1, 2-3"
5.0,0.6100179769590031,0.5501869471659769,0.7337676479164733,0.7670686036173588,0.8536534949860847,0.9232542740884616,0.7660272219556723,0.8523293489570929,0.9226239829407145,0.8301432843144753,0.9999999999999994,5.0,5.0,5.0,5.0,"2-1, 2-1, 1-0, 2-1, 3-2"
5.0,0.7067545557812882,0.5202339795768044,0.7131312301568404,0.9068567795165992,0.8423621819779916,0.9171907427633076,0.9075954452323458,0.8430764016898313,0.9176726422698234,0.9888640004709246,1.0,5.0,5.0,5.0,5.0,"2-1, 2-1, 2-3, 1-0, 1-2"
2.0,0.6792860067078756,0.6250297499775097,0.7830577464885325,0.8425239464534471,0.9439598288652781,0.9714285064810535,0.844415143862205,0.9476374829743991,0.9733558928891511,0.8675247776936366,1.0,2.0,2.0,2.0,2.0,"2-1, 2-3"
