Label,Fidelity,Actions,Verbose Sequence
GHZ,0.4999999999999999,"[16.0, 11.0, 2.0, 12.0, 17.0, 12.0, 11.0]","3-2, 2-1, 0-1, 2-3, 3-4, 2-3, 2-1"
GHZ + noise,0.4999916314810642,"[16.0, 11.0, 2.0, 12.0, 17.0, 12.0, 11.0]","3-2, 2-1, 0-1, 2-3, 3-4, 2-3, 2-1"
W,0.19999999999999998,"[16.0, 11.0, 6.0, 12.0, 17.0, 12.0, 11.0]","3-2, 2-1, 1-0, 2-3, 3-4, 2-3, 2-1"
W + noise,0.9260408664458262,"[16.0, 11.0, 6.0, 12.0, 17.0, 12.0, 11.0]","3-2, 2-1, 1-0, 2-3, 3-4, 2-3, 2-1"
