N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
5.0,0.6802386055204794,0.5547347953783233,0.7364494959954372,0.8595554756218898,0.8611422529540743,0.9274331882260651,0.8566125643687054,0.8560547859505571,0.9246393991780111,0.9267788356283835,0.9999999999999988,5.0,5.0,5.0,5.0,"1-2, 1-3, 1-2, 0-2, 0-2"
2.0,0.6850899931583654,0.625952586201187,0.7843158824862964,0.8481378936289299,0.9451063443859948,0.9720124462127894,0.8495956461496261,0.9486611788726793,0.973875160160952,0.8723838454443513,1.0000000000000004,2.0,2.0,2.0,2.0,"1-2, 1-0"
4.0,0.674392216367141,0.543074958903039,0.7299532712479767,0.827701941013202,0.8011011848328469,0.8941059772782534,0.8204369291076463,0.7851941695015356,0.8849576904795641,0.9266228603515172,1.0000000000000016,10.0,6.0,10.0,10.0,"3-0, 2-3, 0-1, 1-2"
3.0,0.6831928781237593,0.6252041091414404,0.7838454787977152,0.8386524424582622,0.9248254839962442,0.9614750750314667,0.837126946267978,0.9197926032392421,0.9588346345368404,0.8732566506940869,0.9999999999999999,3.0,3.0,3.0,3.0,"2-3, 3-0, 0-1"
3.0,0.7086584144738353,0.5791754050968045,0.7546025609653012,0.8914390515672181,0.9036737018626746,0.9502529155405605,0.8940790970233818,0.9082080016175018,0.9526806126397644,0.9384556434242611,0.9999999999999996,3.0,3.0,3.0,3.0,"2-3, 0-3, 1-0"
4.0,0.7048121356005653,0.5266167293039851,0.7182933108006349,0.8815023962664156,0.8107847053880755,0.8994941202014565,0.8980206136455606,0.8403590890725084,0.916089131321198,0.9802222231533839,0.9999999999999989,6.0,10.0,6.0,6.0,"2-3, 1-2, 0-3, 1-0"
4.0,0.6804473154915305,0.5090067131201303,0.7053935684529815,0.8636097084504477,0.80083197669292,0.8939023514479167,0.8737864919976698,0.8207842148159783,0.9052419754930908,0.9652533684895844,0.9999999999999979,8.0,8.0,8.0,8.0,"2-3, 0-2, 0-1, 3-1"
4.0,0.7187782989005078,0.5722592347146678,0.7502174408206634,0.8998357535510975,0.8813647103701774,0.9384336203570778,0.9021452960663026,0.8859292383928268,0.940903476472171,0.9586581472289959,0.9999999999999994,4.0,4.0,4.0,4.0,"2-3, 0-2, 1-3, 3-2"
4.0,0.6685229747094095,0.5679254837496424,0.7460017906739629,0.8437570656130264,0.8900682688400174,0.9430454270091179,0.8455956013079533,0.8940699499860909,0.9452310771234802,0.8945881377976471,1.0000000000000002,4.0,4.0,4.0,4.0,"2-3, 0-1, 0-1, 1-2"
1.0,0.6984235125961609,0.7479012732430558,0.8625631237929299,0.7988961625929643,0.9720822630800958,0.9858935469851569,0.7985457548496595,0.9705653655624187,0.9851435113949552,0.8105848209967313,1.0000000000000004,1.0,1.0,1.0,1.0,0-3
5.0,0.6919083939179576,0.5328454515092124,0.72295372764753,0.8569661574645093,0.8092050661504873,0.8985034286992307,0.8637908669262022,0.8193273731448834,0.9043529568531496,0.9544725130396364,0.9999999999999984,8.0,8.0,8.0,8.0,"0-2, 2-3, 0-2, 1-2, 3-1"
3.0,0.619917466909244,0.5413390214168153,0.7272514130001639,0.7782065229473007,0.8381551932686124,0.9145921067106602,0.778645829340181,0.8399851086094918,0.915712091903043,0.8502417267200542,1.0000000000000013,6.0,6.0,6.0,6.0,"1-2, 1-3, 0-1"
