sequences,seq_str,occur,freq
"[10, 3, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 0-1",18,0.018
"[3, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-2",17,0.017
"[3, 7, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 1-2",16,0.016
"[3, 7, 2, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 0-1",16,0.016
"[3, 10, 3, 2, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-2, 0-1",16,0.016
"[10, 7, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-1",14,0.014
"[6, 10, 3, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2, 0-1",14,0.014
"[6, 3, 7, 2, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 1-3, 0-1",13,0.013
"[3, 4, 2, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 0-1",13,0.013
"[3, 4, 7, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 1-3",12,0.012
"[10, 3, 7, 2, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 1-3, 0-1",11,0.011
"[10, 6, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1",11,0.011
"[6, 3, 4, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 0-3",10,0.01
"[3, 10, 6, 2, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-2, 0-1",9,0.009
"[6, 4, 2, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-3, 0-1",9,0.009
"[10, 10, 3, 2, 0, 0, 0, 0, 0, 0]","2-3, 2-3, 0-2, 0-1",9,0.009
"[10, 3, 6, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 1-2",8,0.008
"[7, 3, 2, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-2, 0-1",7,0.007
"[6, 10, 3, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2",7,0.007
"[3, 6, 7, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-2, 1-3",6,0.006
"[3, 3, 4, 2, 0, 0, 0, 0, 0, 0]","0-2, 0-2, 0-3, 0-1",6,0.006
"[10, 2, 3, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 0-2",6,0.006
"[3, 10, 2, 6, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1, 1-2",6,0.006
"[4, 6, 10, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 2-3",6,0.006
"[4, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-3, 2-3, 1-2",6,0.006
"[10, 2, 6, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2",6,0.006
"[3, 2, 4, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-3",5,0.005
"[6, 7, 7, 2, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 1-3, 0-1",5,0.005
"[6, 7, 2, 0, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 0-1",5,0.005
"[3, 2, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1",5,0.005
"[6, 4, 7, 2, 0, 0, 0, 0, 0, 0]","1-2, 0-3, 1-3, 0-1",5,0.005
"[2, 3, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-2",5,0.005
"[3, 4, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-3",5,0.005
"[10, 2, 3, 2, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 0-2, 0-1",5,0.005
"[10, 3, 2, 7, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 0-1, 1-3",5,0.005
"[3, 10, 6, 3, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-2, 0-2",5,0.005
"[7, 2, 3, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 0-2",4,0.004
"[6, 3, 4, 2, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 0-3, 0-1",4,0.004
"[6, 10, 2, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1",4,0.004
"[10, 3, 7, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 1-3",4,0.004
"[3, 4, 2, 4, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 0-1, 0-3",4,0.004
"[10, 6, 7, 2, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 1-3, 0-1",4,0.004
"[3, 10, 7, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-3",4,0.004
"[6, 10, 3, 3, 2, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2, 0-2, 0-1",4,0.004
"[2, 3, 7, 2, 0, 0, 0, 0, 0, 0]","0-1, 0-2, 1-3, 0-1",4,0.004
"[3, 7, 10, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 2-3",4,0.004
"[4, 7, 10, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-3, 2-3",4,0.004
"[6, 10, 2, 3, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1, 0-2",4,0.004
"[6, 3, 10, 3, 2, 0, 0, 0, 0, 0]","1-2, 0-2, 2-3, 0-2, 0-1",4,0.004
"[4, 7, 0, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-3",4,0.004
"[10, 4, 7, 6, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 1-3, 1-2",4,0.004
"[3, 6, 4, 2, 0, 0, 0, 0, 0, 0]","0-2, 1-2, 0-3, 0-1",4,0.004
"[6, 3, 7, 4, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 1-3, 0-3",4,0.004
"[4, 6, 7, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 1-3",4,0.004
"[6, 4, 7, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-3, 1-3",4,0.004
"[10, 6, 3, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-2",4,0.004
"[3, 10, 2, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1",4,0.004
"[4, 10, 3, 2, 0, 0, 0, 0, 0, 0]","0-3, 2-3, 0-2, 0-1",4,0.004
