N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
6.0,0.5910697695552756,0.35199492142478284,0.5773476106361974,0.7164997860587248,0.5058937900194826,0.7041342330565451,0.7211749701883317,0.5116144221809159,0.7087033608758576,0.9981421893507072,0.9999999999999987,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5907620217384743,0.34763199314514626,0.5735090289520691,0.7118267860861972,0.4945365061004015,0.6957227565467883,0.713320311916812,0.4951780320233474,0.6966927826732999,0.9985483353231277,0.9999999999999988,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.6020177502068103,0.3621374841435082,0.5865996144039372,0.7227872388904732,0.511566497055322,0.7085060454408623,0.7274744910641275,0.5177885162423308,0.7134339505727088,0.9986050057004965,0.9999999999999991,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5783919446791764,0.33468052664963244,0.5631675960885166,0.7012518253472871,0.4818204195722202,0.6874446758921338,0.7048620501311328,0.48589598265120215,0.690962893957766,0.9983901909461197,0.999999999999999,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5733129986813588,0.3316139195972698,0.5604457762953818,0.7025248018384548,0.4869768276522577,0.6908233392763938,0.703483276045723,0.4866910984572779,0.6914904108916851,0.9987046600916349,1.0000000000000013,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5972984551605258,0.35454051662785746,0.578776798735495,0.714476360128388,0.49793065184162766,0.6974522088049129,0.7169533880377733,0.5008498305849906,0.7000052944953845,0.9983130811463259,1.0000000000000002,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.6062679771363666,0.3662974808695616,0.5892878426897227,0.7272715428578204,0.5178512067896084,0.7118499010399897,0.728914162312288,0.5190599471381971,0.7135292901538526,0.9984830585587888,1.0,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5950402097045306,0.34990933193442797,0.5755382907951783,0.7168815430125145,0.49985540518681687,0.6995887817913619,0.7213864987159962,0.5058479272499975,0.7044155161952883,0.9982198184369309,1.0000000000000004,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.576897369212582,0.3340342008555831,0.5623018642406111,0.7012021207574656,0.48187534599939447,0.6868476585381382,0.7043266924616083,0.4857787546507201,0.6903931875134391,0.9988148565791289,0.9999999999999984,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.6071612439529175,0.36469492437822726,0.5880150864182166,0.7262951430136411,0.514609982945944,0.7101402936100716,0.7278207378097563,0.5156306676476067,0.7114907430905841,0.9983738267347306,0.9999999999999999,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.606300325375305,0.3731549558467401,0.5944019090561308,0.730807203889182,0.5292253332075666,0.7197988688196286,0.7330744524455911,0.5321631786584662,0.7224700439630345,0.9991832202920788,1.0000000000000002,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5851153493388788,0.34536166345234975,0.5708963500947324,0.7054422642716041,0.4903659602672563,0.6920324333373928,0.7073240459639253,0.492652202158279,0.6946079269912357,0.9989794242872498,1.0000000000000007,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
7.0,0.5502308444638743,0.3072881463201218,0.5342647655903148,0.6622222496244391,0.4323606478694896,0.6471075565759694,0.663678404540247,0.4337037129004414,0.6492170671157033,0.9984469506187692,1.0000000000000002,7.0,7.0,7.0,7.0,"3-2, 2-1, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.598517245193289,0.35897501926478564,0.5841885802863778,0.7231343975541005,0.5124177910126315,0.7093793885520074,0.7263628570958091,0.5165918476420567,0.7127379925521492,0.9987606930522063,0.9999999999999996,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5995867257279935,0.36258857847542325,0.5865778039272485,0.7233175760455928,0.5158590601578072,0.711570055198949,0.7262325786833136,0.5186951102198796,0.7142148712308314,0.998757893881181,1.000000000000001,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5887478903055074,0.3414837344601302,0.5684621656351235,0.7086115299168849,0.48739356900521696,0.6907589784867851,0.7088903902935526,0.48857007913116657,0.6925280241913424,0.9981894690897779,1.0000000000000004,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5755982073715267,0.3371752340242512,0.5651311585541773,0.699764889037945,0.4869359051149931,0.6906276812065515,0.7029177322041373,0.4904057845101467,0.6940697140737178,0.9975652216946302,0.9999999999999992,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5885898620941277,0.34593734850455554,0.5724341992539794,0.7087052122803831,0.4914018452878413,0.693254615028712,0.7139161329072855,0.49783027773579747,0.6986594352202511,0.9982883265721947,1.0000000000000002,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5923707190672937,0.3562590012551776,0.5806705618170089,0.7161910892740133,0.5081247105694592,0.705465994065815,0.7173860172186266,0.5094322127432251,0.7067828407378578,0.9989171138715682,0.9999999999999972,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
7.0,0.6025051004841772,0.3665481535498998,0.5874534228532926,0.7243127924492777,0.5181489839048722,0.7110013129790397,0.7294321493115059,0.5231256789851099,0.7151132234380317,0.9959534434238063,0.9999999999999997,7.0,7.0,7.0,7.0,"3-2, 2-1, 2-3, 2-3, 1-0, 2-1, 2-1"
7.0,0.5904953303007036,0.3501211856614911,0.5750232573083313,0.7110877576217487,0.4974284498131524,0.6982088818122545,0.7140414737081813,0.500286043882617,0.7008047163328612,0.9987289372480542,0.9999999999999996,7.0,7.0,7.0,7.0,"3-2, 2-1, 2-3, 2-1, 1-0, 2-1, 3-2"
6.0,0.5882933322570386,0.3454889667728184,0.5703340961850142,0.7130600222914517,0.4979487487235704,0.6976516438202589,0.7132572462484074,0.4968000212933056,0.6975827095396524,0.9985417304710926,0.9999999999999996,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
5.0,0.6462627589687765,0.4153665391371132,0.6318739557600132,0.7822918317529627,0.601425073105698,0.7707471666640839,0.7871576880876067,0.6088724837950619,0.7759611167643121,0.996748798960636,0.9999999999999997,5.0,5.0,5.0,5.0,"3-2, 2-1, 2-3, 1-0, 2-1"
6.0,0.5951525970771049,0.3583640599036065,0.5837549493425603,0.721910999214084,0.5162233915157672,0.7113940134518834,0.7271488135488102,0.5224897909806783,0.7163889571273303,0.9990883535401159,1.0,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5880069133008117,0.33786814500554274,0.565761434994882,0.7118583114865962,0.48955052847170916,0.6923592002069211,0.7158118860845538,0.4938870066386119,0.696046012969338,0.9979104573198201,1.0000000000000007,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5900580300045921,0.34836895650674177,0.5742866080531883,0.7127153693306045,0.4983475243757837,0.6984217095661537,0.7157172571815739,0.5024022190942776,0.7019637846126958,0.9985760823050865,1.0000000000000016,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.6042270403282968,0.35686395088084216,0.5822284795047759,0.7308938239501612,0.5148190917979822,0.7107521538669236,0.7326734635141952,0.5166178745304,0.7125847832221734,0.9979593101325479,1.0000000000000009,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5846178436694531,0.344559133141378,0.5723508606932596,0.7150968198424343,0.5037561092259802,0.7034892911795163,0.7154165048383828,0.5040015416366291,0.7044093637851419,0.9988719115011228,1.0,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5896912923375562,0.34980684901964615,0.576822603456973,0.718894011836715,0.5097641079301871,0.7078524941471022,0.7181270049164059,0.507534579864279,0.7068239917445615,0.9986982770416186,1.0,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5907444821827482,0.3492358539267544,0.5766575144042498,0.7151237184107399,0.5015249965574893,0.7019022799607175,0.7194540792750576,0.507436010059624,0.7066766913709365,0.9985507223240557,0.9999999999999999,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.593297396845373,0.3483198780373542,0.5747595433822101,0.7216105162723075,0.5064684874014359,0.7048396744669726,0.7249121279940384,0.510206119511032,0.7082633004413569,0.9980625583475806,0.9999999999999987,6.0,6.0,6.0,6.0,"2-3, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5810023828464419,0.34004275588025895,0.5676657002771228,0.7080594668517056,0.49348808039939296,0.695367992011213,0.7091935774743086,0.4946186656333929,0.696760903488909,0.9988064735869393,0.9999999999999974,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5810222220306605,0.33475382410881493,0.5626560132991216,0.7087241538540383,0.4888684004492362,0.6917415095457436,0.7108783282041623,0.491185925664984,0.6944043121326603,0.9975872006239584,0.9999999999999989,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5905458903994852,0.3474279932028759,0.5749561857232166,0.7187685107083742,0.5062232743621173,0.7053866149802468,0.7214241121341819,0.5094925280946225,0.7080844822248513,0.9984711606097488,1.0000000000000002,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
6.0,0.5828649219437435,0.3423081531643014,0.5700163810806439,0.7124602192596442,0.4999841687904249,0.7009486136414229,0.7167064275834291,0.5053540414942143,0.7051935972926207,0.9988229224197309,0.9999999999999998,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
7.0,0.5987592370338728,0.3584883451930756,0.5837898624571227,0.7230344048386848,0.5130993172291154,0.7102543873232798,0.7263976221867796,0.5165610663158656,0.713281797546822,0.9982580211743337,0.9999999999999993,7.0,7.0,7.0,7.0,"3-2, 2-1, 2-3, 1-0, 2-1, 1-0, 3-2"
6.0,0.5867629872112037,0.3445156552032718,0.5703631303308578,0.7082831778152616,0.4923101419851445,0.693755240482152,0.7114894863479948,0.49617229279555053,0.6971435543829418,0.998373946556266,0.9999999999999993,6.0,6.0,6.0,6.0,"3-2, 2-1, 2-1, 1-0, 2-1, 3-2"
