sequences,seq_str,occur,freq
"[2, 6, 6, 2, 6, 10, 0, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 1-2, 2-3",678,0.678
"[10, 6, 6, 2, 6, 10, 0, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 1-2, 2-3",185,0.185
"[6, 10, 6, 2, 6, 10, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2, 2-3",13,0.013
"[2, 6, 10, 2, 6, 10, 0, 0, 0, 0]","0-1, 1-2, 2-3, 0-1, 1-2, 2-3",10,0.01
"[2, 6, 10, 6, 2, 6, 10, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 0-1, 1-2, 2-3",7,0.007
"[6, 2, 6, 2, 6, 10, 0, 0, 0, 0]","1-2, 0-1, 1-2, 0-1, 1-2, 2-3",6,0.006
"[10, 6, 10, 6, 2, 6, 10, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 2-3",4,0.004
"[2, 6, 6, 2, 10, 6, 0, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 2-3, 1-2",4,0.004
"[10, 6, 10, 2, 6, 10, 0, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 1-2, 2-3",4,0.004
"[10, 6, 10, 2, 6, 10, 2, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 1-2, 2-3, 0-1",3,0.003
"[2, 6, 6, 6, 2, 6, 10, 0, 0, 0]","0-1, 1-2, 1-2, 1-2, 0-1, 1-2, 2-3",3,0.003
"[6, 2, 10, 6, 2, 6, 10, 0, 0, 0]","1-2, 0-1, 2-3, 1-2, 0-1, 1-2, 2-3",3,0.003
"[2, 6, 10, 2, 6, 10, 2, 0, 0, 0]","0-1, 1-2, 2-3, 0-1, 1-2, 2-3, 0-1",3,0.003
"[6, 2, 10, 6, 10, 2, 6, 0, 0, 0]","1-2, 0-1, 2-3, 1-2, 2-3, 0-1, 1-2",3,0.003
"[6, 2, 6, 6, 2, 6, 10, 0, 0, 0]","1-2, 0-1, 1-2, 1-2, 0-1, 1-2, 2-3",2,0.002
"[2, 6, 6, 2, 6, 10, 2, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 1-2, 2-3, 0-1",2,0.002
"[2, 6, 6, 10, 2, 6, 10, 0, 0, 0]","0-1, 1-2, 1-2, 2-3, 0-1, 1-2, 2-3",2,0.002
"[2, 6, 2, 6, 10, 6, 10, 0, 0, 0]","0-1, 1-2, 0-1, 1-2, 2-3, 1-2, 2-3",2,0.002
"[2, 2, 6, 2, 6, 6, 10, 0, 0, 0]","0-1, 0-1, 1-2, 0-1, 1-2, 1-2, 2-3",2,0.002
"[2, 6, 6, 2, 10, 6, 10, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 2-3, 1-2, 2-3",2,0.002
"[2, 6, 6, 2, 6, 0, 0, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 1-2",2,0.002
"[10, 6, 10, 2, 6, 10, 6, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 1-2, 2-3, 1-2",2,0.002
"[10, 6, 10, 2, 6, 10, 6, 6, 2, 0]","2-3, 1-2, 2-3, 0-1, 1-2, 2-3, 1-2, 1-2, 0-1",2,0.002
"[10, 6, 2, 6, 10, 10, 6, 6, 2, 0]","2-3, 1-2, 0-1, 1-2, 2-3, 2-3, 1-2, 1-2, 0-1",1,0.001
"[6, 2, 2, 6, 6, 10, 2, 6, 10, 10]","1-2, 0-1, 0-1, 1-2, 1-2, 2-3, 0-1, 1-2, 2-3, 2-3",1,0.001
"[6, 2, 2, 2, 6, 2, 6, 10, 6, 2]","1-2, 0-1, 0-1, 0-1, 1-2, 0-1, 1-2, 2-3, 1-2, 0-1",1,0.001
"[6, 2, 6, 6, 10, 2, 6, 10, 0, 0]","1-2, 0-1, 1-2, 1-2, 2-3, 0-1, 1-2, 2-3",1,0.001
"[6, 6, 6, 2, 6, 10, 0, 0, 0, 0]","1-2, 1-2, 1-2, 0-1, 1-2, 2-3",1,0.001
"[2, 6, 6, 2, 6, 10, 10, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 1-2, 2-3, 2-3",1,0.001
"[6, 2, 2, 6, 2, 6, 10, 0, 0, 0]","1-2, 0-1, 0-1, 1-2, 0-1, 1-2, 2-3",1,0.001
"[2, 6, 10, 6, 10, 6, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 2-3, 1-2",1,0.001
"[6, 6, 10, 10, 10, 2, 6, 2, 2, 6]","1-2, 1-2, 2-3, 2-3, 2-3, 0-1, 1-2, 0-1, 0-1, 1-2",1,0.001
"[2, 6, 10, 6, 2, 6, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 0-1, 1-2",1,0.001
"[6, 10, 6, 10, 2, 6, 10, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 2-3",1,0.001
"[10, 6, 2, 6, 10, 10, 6, 0, 0, 0]","2-3, 1-2, 0-1, 1-2, 2-3, 2-3, 1-2",1,0.001
"[2, 6, 6, 6, 10, 2, 6, 10, 0, 0]","0-1, 1-2, 1-2, 1-2, 2-3, 0-1, 1-2, 2-3",1,0.001
