Label,Fidelity,Actions,Verbose Sequence
GHZ,0.99999999999787,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
GHZ + noise,0.500091961105897,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
GHZ + noise,0.5000019055331214,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
GHZ + noise,0.999999481650317,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
GHZ + noise,0.9999805265150864,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
GHZ + noise,0.9999804259953256,"[12.0, 12.0, 6.0, 11.0, 11.0, 6.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-3, 2-3, 1-0, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W,0.9999999999990257,"[11.0, 12.0, 11.0, 12.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W + noise,1.0000027505480922,"[11.0, 12.0, 12.0, 11.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-1, 2-3, 2-3, 2-1, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W + noise,0.9999914554686207,"[11.0, 12.0, 12.0, 11.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-1, 2-3, 2-3, 2-1, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W + noise,1.0000174628888074,"[11.0, 12.0, 11.0, 12.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W + noise,0.9999988594743912,"[11.0, 12.0, 11.0, 12.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 12.0, 11.0]","2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
W + noise,0.9999970043845365,"[11.0, 12.0, 11.0, 12.0, 6.0, 11.0, 6.0, 21.0, 12.0, 21.0, 11.0, 12.0]","2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-1, 2-3"
