N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
12.0,0.6244636068355469,0.40574975131799396,0.6277922518868,0.8239895839691396,0.6890140996416912,0.8285476628244646,0.8243032486477805,0.6892142583177734,0.8288441342583159,0.994434624767343,1.000000000000003,12.0,12.0,12.0,12.0,"2-3, 2-1, 2-3, 2-1, 2-1, 1-0, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6264528193478824,0.4088804527135753,0.6298872722865041,0.8289719013217464,0.6977538609790912,0.833602332212654,0.8281926902223995,0.6960600180547936,0.832802115114003,0.9944032103822046,1.0000000000000009,12.0,12.0,12.0,12.0,"2-3, 2-1, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6206408119621124,0.3997317301592933,0.6233914041077353,0.8163454520310693,0.6754527186518556,0.8202524559446458,0.8168571792372403,0.6760633413460054,0.8207581166299466,0.9952891742920527,0.9999999999999987,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 2-3, 1-0, 1-0, 2-1, 1-0, 2-3, 4-3, 2-3, 2-1"
12.0,0.6222356187067886,0.4069952692018989,0.6280139920176537,0.8180456186308768,0.6842712505742332,0.8251682733742919,0.8166804900828881,0.6818554925427425,0.8238815671821513,0.9913638527410928,1.0000000000000013,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 1-0, 2-3, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6265209387772692,0.4099339365259748,0.6313683063271931,0.8308760628046294,0.7034171822523821,0.837190626392379,0.8316405157571134,0.7043881805583458,0.8379036578272032,0.9925059213333626,1.0000000000000027,12.0,12.0,12.0,12.0,"2-3, 2-1, 2-1, 1-0, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6126075864868582,0.39098882341550406,0.6162912153326243,0.8148777687711545,0.6745119912825173,0.8194993136751341,0.814981415987362,0.6743490181181302,0.8195860783233031,0.9942996598124166,0.9999999999999989,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 1-0, 2-3, 2-1, 1-0, 2-3, 4-3, 2-1, 2-3, 2-1"
12.0,0.6222653621436145,0.3995748292558482,0.6228407974954668,0.8228856261131671,0.6814541831732825,0.8237234459867361,0.8233727056094258,0.681934502423784,0.8241790290740916,0.9990075985828635,1.0000000000000009,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6256570563844028,0.4063503491575914,0.6280361350291294,0.8292742864259102,0.6960709754173651,0.8327495978322844,0.8275314083581923,0.6927209081133527,0.830848190444557,0.9960263061836809,1.0000000000000002,12.0,12.0,12.0,12.0,"2-3, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6340308968703684,0.41574286710965364,0.6352375116883539,0.8301125058949796,0.6945446516063634,0.8315133824792366,0.8287720325370499,0.6920005743289772,0.8301072089296992,0.9983702610174583,1.0000000000000002,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.624729226292025,0.4047148351543408,0.6265468008096805,0.8248323324310229,0.6876129707242312,0.8272533541617327,0.8252266939883386,0.6878987168740103,0.8276464602378358,0.9969668512918214,1.0000000000000018,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-3, 2-1, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.634963584823636,0.419112003505574,0.6371067244966204,0.826185712195559,0.6895280443657,0.8286400761747134,0.8260920764223694,0.689014546526429,0.8285012309212763,0.9971475216098686,1.0000000000000022,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-3, 1-0, 2-1, 1-0, 1-0, 1-2, 2-3, 4-3, 2-3, 2-1"
12.0,0.6247217925689383,0.40560841867761266,0.6275613959176715,0.8237910765399131,0.6879059713155793,0.8278250184382143,0.8233778351194967,0.6868687387962144,0.8273604846091367,0.9950643121390025,0.9999999999999972,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-3, 2-1, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6535527170592821,0.4401645367079512,0.653817534031174,0.8406618271825663,0.710664094069147,0.8412576140084641,0.840218397737076,0.7097622688330238,0.8408071431352081,0.9992437574798483,0.9999999999999997,12.0,12.0,12.0,12.0,"2-1, 2-3, 1-0, 2-1, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6198468426728947,0.3975757901145661,0.6209867775884768,0.820100937224157,0.6778781476173947,0.8215128072059765,0.8203148236094685,0.6780012637593176,0.8217278533980411,0.9982686405880622,0.9999999999999982,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 1-0, 2-3, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6225228172977781,0.40142616118299956,0.6236572594085117,0.8209758037842639,0.6797883806330642,0.8226197401558215,0.820273224685383,0.6784794200261179,0.8219340774056132,0.9979321937463392,0.9999999999999993,12.0,12.0,12.0,12.0,"2-1, 2-1, 2-3, 2-1, 1-0, 1-0, 2-1, 1-0, 2-3, 4-3, 2-3, 2-1"
12.0,0.6222274978581179,0.4025064878615288,0.6252927299811561,0.8215887108029095,0.6850693078311567,0.8261242528274253,0.8221888228761535,0.685996023645904,0.8268697739011422,0.9942663077988174,1.0000000000000007,12.0,12.0,12.0,12.0,"2-3, 2-3, 2-1, 2-3, 1-0, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
12.0,0.6211809009653557,0.3985182664089192,0.6214929117042349,0.8239500029075904,0.6826675300034188,0.8243539265957643,0.8241400934560801,0.6827195982241707,0.824554201104089,0.9994890819844839,0.9999999999999981,12.0,12.0,12.0,12.0,"2-1, 2-3, 2-1, 1-0, 2-3, 2-1, 1-0, 4-3, 2-3, 4-3, 2-3, 2-1"
