sequences,seq_str,occur,freq
"[7, 7, 12, 7, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",13,0.013
"[7, 12, 7, 2, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",10,0.01
"[7, 12, 12, 2, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",9,0.009
"[7, 12, 12, 7, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",9,0.009
"[7, 12, 12, 2, 7, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",9,0.009
"[7, 12, 7, 2, 12, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",8,0.008
"[7, 12, 7, 2, 12, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",8,0.008
"[12, 12, 7, 2, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",7,0.007
"[7, 12, 7, 12, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",7,0.007
"[7, 12, 12, 7, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",6,0.006
"[7, 12, 12, 7, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",6,0.006
"[7, 12, 7, 12, 12, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 2-3, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",6,0.006
"[12, 12, 7, 12, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",6,0.006
"[7, 12, 7, 2, 2, 12, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 0-1, 2-3, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",5,0.005
"[12, 12, 12, 7, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",5,0.005
"[7, 12, 12, 7, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",5,0.005
"[7, 12, 7, 2, 2, 7, 12, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 2-3, 1-2",5,0.005
"[7, 7, 12, 2, 7, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",4,0.004
"[2, 7, 7, 12, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 1-2, 2-3, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",4,0.004
"[12, 7, 7, 2, 12, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",4,0.004
"[7, 12, 12, 2, 7, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",4,0.004
"[12, 7, 7, 12, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",4,0.004
"[7, 12, 7, 12, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",4,0.004
"[7, 12, 7, 2, 12, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",4,0.004
"[12, 12, 7, 12, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 2, 12, 7, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 0-1, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 7, 2, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 7, 7, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 7, 12, 7, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",3,0.003
"[12, 12, 7, 2, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 7, 12, 2, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 12, 7, 7, 2, 2, 17, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",3,0.003
"[12, 7, 12, 7, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 7, 2, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 12, 7, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",3,0.003
"[2, 7, 7, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 2, 7, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 12, 7, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",3,0.003
"[12, 12, 7, 2, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[12, 7, 12, 7, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 12, 2, 7, 2, 7, 2, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 1-2, 2-3",3,0.003
"[7, 7, 12, 7, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",3,0.003
"[7, 12, 12, 2, 7, 7, 2, 12, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 1-2, 0-1, 2-3, 2-3, 3-4, 1-2, 2-3",2,0.002
"[7, 12, 7, 12, 2, 7, 12, 2, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 1-2, 2-3",2,0.002
"[7, 12, 7, 12, 2, 7, 2, 12, 17, 7, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 3-4, 1-2, 2-3, 1-2",2,0.002
"[2, 7, 12, 2, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 7, 12, 7, 2, 2, 12, 12, 17, 7, 12, 0, 0, 0]","2-3, 1-2, 1-2, 2-3, 1-2, 0-1, 0-1, 2-3, 2-3, 3-4, 1-2, 2-3",2,0.002
"[7, 12, 7, 12, 2, 7, 2, 17, 12, 12, 7, 17, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 2-3, 1-2, 3-4",2,0.002
"[7, 7, 12, 12, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 12, 2, 2, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 0-1, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 7, 12, 2, 7, 12, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 0-1, 1-2, 2-3, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 12, 7, 7, 12, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 7, 2, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 7, 12, 7, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 12, 7, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",2,0.002
"[7, 7, 12, 7, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 12, 7, 12, 2, 7, 2, 17, 12, 12, 17, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 2-3, 3-4, 1-2",2,0.002
"[7, 12, 7, 12, 7, 2, 2, 17, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",2,0.002
"[7, 12, 2, 7, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 12, 7, 2, 12, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",2,0.002
"[12, 7, 7, 12, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 7, 12, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 12, 7, 7, 2, 2, 7, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 12, 7, 12, 2, 7, 2, 12, 12, 17, 7, 12, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 1-2, 2-3",2,0.002
"[2, 12, 7, 7, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","0-1, 2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 12, 7, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[2, 12, 7, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 12, 2, 7, 7, 2, 17, 12, 7, 17, 12, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 3-4, 2-3, 1-2, 3-4, 2-3",2,0.002
"[12, 2, 7, 12, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",2,0.002
"[12, 12, 7, 12, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 7, 12, 12, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 12, 7, 2, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 2, 7, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 12, 7, 12, 2, 7, 2, 17, 12, 7, 17, 12, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 1-2, 3-4, 2-3",2,0.002
"[7, 12, 12, 7, 7, 2, 2, 7, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 2-3, 3-4, 2-3, 1-2",2,0.002
"[2, 7, 12, 2, 7, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 12, 7, 12, 7, 2, 2, 17, 12, 7, 17, 12, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 1-2, 3-4, 2-3",2,0.002
"[2, 2, 7, 12, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",2,0.002
"[12, 7, 7, 2, 12, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",2,0.002
"[12, 12, 7, 12, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",2,0.002
"[7, 12, 7, 12, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[2, 7, 7, 12, 2, 7, 12, 2, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 1-2, 2-3, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 7, 2, 2, 7, 12, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 7, 7, 2, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[2, 7, 12, 7, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 7, 2, 7, 12, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2, 2-3, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 7, 2, 12, 12, 7, 2, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3, 2-3, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 2, 7, 2, 7, 12, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 0-1, 1-2, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 7, 12, 2, 7, 2, 12, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 7, 2, 7, 2, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 12, 2, 2, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 7, 2, 12, 7, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 17, 7, 2, 12, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","2-3, 3-4, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[2, 12, 7, 2, 12, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 2-3, 1-2, 0-1, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 12, 12, 7, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 2-3, 1-2, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 7, 12, 12, 7, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 1-2, 2-3, 2-3, 1-2, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 12, 7, 12, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 12, 7, 2, 12, 2, 7, 12, 2, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 2-3, 0-1, 1-2, 2-3, 0-1, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 7, 2, 2, 7, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 0-1, 1-2, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[2, 2, 2, 12, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","0-1, 0-1, 0-1, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 12, 7, 2, 7, 2, 17, 12, 7, 17, 12, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 1-2, 3-4, 2-3",1,0.001
"[7, 12, 7, 2, 2, 7, 12, 12, 12, 7, 17, 12, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 0-1, 1-2, 2-3, 2-3, 2-3, 1-2, 3-4, 2-3",1,0.001
"[7, 12, 2, 7, 7, 2, 2, 12, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 0-1, 1-2, 1-2, 0-1, 0-1, 2-3, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 12, 12, 12, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 2-3, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 7, 12, 7, 7, 2, 2, 17, 12, 17, 12, 7, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 1-2, 0-1, 0-1, 3-4, 2-3, 3-4, 2-3, 1-2",1,0.001
"[2, 7, 12, 7, 2, 7, 2, 17, 12, 17, 7, 12, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 3-4, 2-3, 3-4, 1-2, 2-3",1,0.001
"[12, 2, 7, 12, 2, 7, 2, 12, 12, 17, 7, 12, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 1-2, 2-3",1,0.001
"[7, 7, 2, 2, 7, 7, 2, 12, 12, 12, 17, 7, 0, 0, 0]","1-2, 1-2, 0-1, 0-1, 1-2, 1-2, 0-1, 2-3, 2-3, 2-3, 3-4, 1-2",1,0.001
"[12, 12, 7, 7, 2, 12, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 1-2, 0-1, 2-3, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 7, 12, 7, 2, 7, 12, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1, 1-2, 2-3, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[12, 12, 7, 2, 7, 2, 7, 2, 12, 17, 12, 7, 0, 0, 0]","2-3, 2-3, 1-2, 0-1, 1-2, 0-1, 1-2, 0-1, 2-3, 3-4, 2-3, 1-2",1,0.001
"[7, 7, 12, 7, 2, 7, 2, 12, 12, 17, 7, 12, 0, 0, 0]","1-2, 1-2, 2-3, 1-2, 0-1, 1-2, 0-1, 2-3, 2-3, 3-4, 1-2, 2-3",1,0.001
"[7, 12, 12, 2, 7, 2, 2, 7, 12, 17, 12, 7, 0, 0, 0]","1-2, 2-3, 2-3, 0-1, 1-2, 0-1, 0-1, 1-2, 2-3, 3-4, 2-3, 1-2",1,0.001
