N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,labels
3.0,0.7585315743608313,0.5879774268804822,0.7585315743261283,0.9649805427612631,0.9315691254122686,0.9649805427464884,0.9669029227754568,0.9351550196892331,0.9669029227713135,1.0000000000000002,1.0000000000000004,2.0,2.0,2.0,2.0,GHZ
3.0,0.7436974991074944,0.5646313175399462,0.7432653640631695,0.9534075908755699,0.9090235146273082,0.9531361352549328,0.9560705794988256,0.9128215016804491,0.9551924455125489,1.000011880071342,0.9999999999999996,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.41064948129813433,0.687164213529974,0.8215244007006902,0.4812122124831226,0.9278446697098797,0.962966067831027,0.48159478882002316,0.9279542511215609,0.9630917679611473,0.4999967799825499,0.9999999999999996,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.7507533326535419,0.5764871619373555,0.7504371460456821,0.9529090006961771,0.9085702599982381,0.9528858909675466,0.9552147565374638,0.9127960353702511,0.9551854631789023,1.000018335674842,1.0000000000000013,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.2941310736140441,0.6109635725129571,0.7728247017924592,0.35429247110373874,0.9168297973301899,0.9572183518847742,0.35461109095535825,0.9195612965403341,0.9587271120287522,0.3668811474237884,1.0000000000000004,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.7510861366489101,0.5769623639210377,0.750721295468706,0.9547707933699583,0.9121563634661072,0.9547597454251867,0.9556686635733749,0.9131136466232221,0.9553615738069573,1.0000054883871388,1.0000000000000013,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.7808543547101872,0.6230388755115268,0.7808543543797655,0.9577394923869567,0.917852666879469,0.9577394903578771,0.9565248824290368,0.9153344003041285,0.9565248815889582,0.9999999999995843,1.0000000000000009,3.0,3.0,3.0,3.0,W
3.0,0.7772592221538206,0.6185961886365039,0.777266696892347,0.957630960726251,0.9176638272108615,0.9576401699794055,0.9568683746897912,0.9160062798141284,0.956877576604829,0.9999951916839018,1.0000000000000004,3.0,3.0,3.0,3.0,W + noise
3.0,0.7761088476445671,0.6171582108198909,0.776071868320493,0.9581968225094666,0.917963714394326,0.9577781525805354,0.9577100554244249,0.9171084492760562,0.9574517550321233,0.9999819776411749,0.9999999999999993,3.0,3.0,3.0,3.0,W + noise
3.0,0.7817723606337058,0.6243086752257816,0.7816416598569595,0.9573822968405805,0.9166768586266903,0.9571426575857735,0.9568774512691838,0.9150484508136953,0.9563748249681991,1.00004895369281,0.9999999999999992,3.0,3.0,3.0,3.0,W + noise
3.0,0.7748168958910024,0.6149153526817157,0.7747177489840903,0.9573070866291361,0.9166787458788419,0.9571244137741757,0.9571061963519113,0.9158381264055033,0.9567918095719619,1.0000478041662968,0.9999999999999989,3.0,3.0,3.0,3.0,W + noise
3.0,0.7772392647810895,0.6185360062216698,0.7770094220226418,0.9559437399280173,0.9139953881656451,0.9557129554777843,0.9566419368699063,0.915147586282824,0.9564230506303699,0.9999478767536796,1.0000000000000004,3.0,3.0,3.0,3.0,W + noise
