Label,Fidelity,Actions,Verbose Sequence
GHZ,0.4999999999999999,"[17.0, 12.0, 11.0, 12.0, 17.0, 12.0, 6.0, 11.0]","3-4, 2-3, 2-1, 2-3, 3-4, 2-3, 1-0, 2-1"
GHZ + noise,0.5000070958881508,"[17.0, 12.0, 11.0, 12.0, 17.0, 12.0, 6.0, 11.0]","3-4, 2-3, 2-1, 2-3, 3-4, 2-3, 1-0, 2-1"
W,0.999999999995955,"[17.0, 12.0, 11.0, 12.0, 17.0, 12.0, 6.0, 11.0]","3-4, 2-3, 2-1, 2-3, 3-4, 2-3, 1-0, 2-1"
W + noise,0.9999997561042634,"[17.0, 12.0, 11.0, 12.0, 17.0, 12.0, 6.0, 11.0]","3-4, 2-3, 2-1, 2-3, 3-4, 2-3, 1-0, 2-1"
