,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,GHZ,1.550960861042556e-06,0.3126244004599238,0.5000003758230855,-0.737051119008485,-0.5000002788098241,-0.7164627349676402,-2.438837352514156e-06,0.18737491514092097,0.49999990446129305,-0.06417892976853402,-0.5060245957997145,0.7370503460734981,-0.4999997468723041,0.7164630763839418,-0.5000030449805177,-0.9999996353358469,-0.9358212053617134,-5.232091442319842e-07,0.4939752494736985
1,GHZ,0.9999899065712411,0.3069745581232471,-0.5000059054276025,5.511978010908081e-06,0.5976396608768763,-2.0432782658730275e-05,-0.9002238012680086,0.3650090309198551,-0.49998864217708383,0.5000128656242343,-3.719371941834915e-05,-0.5000037692593262,0.5976411388375907,2.431192254754069e-05,0.40022613320204165,0.8280178637831639,-0.3890507406160453,0.889052927774533,0.49997489831902503
2,GHZ,-0.9999966381273204,-0.43083151805064435,0.49999501161557575,-0.9999951105793652,-0.3678553100388269,0.9999890840397564,-0.8985264548943088,-0.9551479664447755,-0.5000026874462062,-0.49999561369077017,-0.9999955069972157,0.5000019467719391,0.3678628526348675,0.9999955480944516,-0.10147401545280021,0.4756694034373895,0.25875000213042154,0.241252760795437,-0.5000019430494094
3,GHZ,-0.5000004886376666,-0.5000047291185044,-0.49999139260886244,0.4999940918108656,0.5831780572911944,-0.49991086103009696,-2.9503662200003333e-06,0.980505568933622,-8.051618862905093e-06,-0.9999852230057142,-0.916831135805735,0.9999721466916772,-3.7374585790672654e-06,8.373283148107116e-05,-0.5834334810789061,-0.8970933697091188,-0.5802719505142073,-0.9197215438059718,0.5000126089994694
4,GHZ,0.5000147414727799,-0.500005703890362,-0.13177069524938143,0.4999945510960825,3.6347901088973344e-07,0.5000101622946299,0.9999958642100725,0.7153607646658197,0.28450104864380554,0.9999976311209363,0.5000007260170871,-0.8715255980362926,5.117661797531742e-06,-4.193449689715578e-07,-0.41729288678154286,-0.6050209549977046,0.8677145576475279,0.5324500242494259,0.9255546084467832
5,GHZ,0.778967557257426,0.17973158180960372,-0.49998766416762064,0.5000008286877781,-5.967070665358065e-06,-0.49999691727846707,0.4999851944191667,-0.14419077955374343,0.49999420946730927,0.5000062869685467,0.49998550489832566,0.6433498466617339,1.618265431439114e-05,-0.38873706572038214,-0.19513937783527277,-0.500017644483363,0.1433478050982584,0.49999472879612494,-0.9999919397609152
6,W,-0.4760517808024869,0.0025349262480834746,-0.08798697507009742,0.03957226040405623,0.009379934597894213,-0.7490234450922904,0.7456673756611856,0.9765236359760321,-0.8043663993212347,0.4723735294027229,-0.40987519428534136,0.9732896286532812,0.7577403350336802,-0.7979763555992176,-0.0029372390124691485,-0.02726388916141393,0.5539498026718676,0.9418066360946356,-0.18071301418805308
7,W,0.0014131004347243269,-2.8033700090925892e-05,5.577729087834878e-06,-9.29200315316521e-06,-0.0035012221620916587,-0.24999646554012542,0.0014244670772728925,-0.4999879609288254,0.0013992669759397085,-0.49998745246491855,0.0013969323745338228,0.06078902285409186,-0.002095092683358607,-0.2500055636438416,0.19591247674744283,-0.30409712356868424,-0.17945670222966562,0.25652057859335564,0.08995384377270182
8,W,-0.023825554243544378,7.513913014447813e-06,5.8370209227804355e-06,-8.390082778955885e-06,0.05901547880855061,0.7499912485245452,-0.02377280994710006,-0.5000047421473521,-0.02370605696767467,0.5000060942641945,-0.023638047512828563,-0.013394008789434145,0.03528663664103396,0.7491021860803986,0.804078820620308,-0.3053447810625916,-0.24064322556331708,0.2806077333587735,-0.13928334001120876
9,W,-0.01152391708272445,-7.482642159256596e-06,-1.3827272206600772e-05,2.3651681813904754e-05,0.028724346357809565,-0.2500087983332314,-0.011498885058095126,-0.4999975125723547,-0.0115186137871754,-0.4999810437213698,-0.011474381924433015,0.026036826957520347,0.01723275943852096,-0.25020942844876953,0.19591347883861948,-0.3043844156308411,-0.2066634329456079,0.2656599274998117,0.11367110781353708
10,W,0.01020537217887938,5.40185364258383e-06,1.5880965634836608e-05,1.8226972236245197e-05,-0.02550462907524563,-0.2499988480909394,0.010192196089430226,-0.5000127967536778,0.01019888768946609,-0.5000002497896758,0.010219086295891465,-0.5102890834162301,-0.015291582290832141,-0.2501616332134075,0.19591046863132955,-0.3043085756837052,0.15566977785629235,-0.32710196995496205,-0.1991041768887892
11,W,0.010033684160209614,7.590449314223162e-06,-5.861261861972214e-06,6.282919607447567e-06,-0.025064523963176925,-0.25000532190382424,0.010037878878394845,-0.5000130407794208,0.010041588189813166,-0.5000041907074163,0.01003529408987918,0.012481933608426773,-0.015039612188916952,-0.25016218850677835,0.1959188973440637,-0.30431290422385426,-0.21737506391547365,0.2694243931015073,0.12273356252870717
