N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,sequence
6.0,0.6906324284564055,0.4901430521837268,0.6912893745663464,0.8579920914317877,0.7398930341200708,0.8590294479589001,0.8656172366757006,0.7531281451817846,0.8671664239754253,0.9990394805314945,0.9999999999999987,10.0,10.0,10.0,10.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.7217096056162859,0.5318051028608317,0.7214225657710162,0.9002725125265323,0.8114499117418383,0.9000050357060121,0.9053486078099316,0.8206253801706633,0.9056062342532664,1.0009718182816818,1.0000000000000018,9.0,9.0,9.0,9.0,"1-2, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6738653076823057,0.4656364276904968,0.673894442655978,0.8513513003412854,0.7268116575319803,0.8511057546773092,0.8627908356928802,0.7455461881360912,0.8626909163625607,1.0010463382311166,0.9999999999999998,12.0,12.0,10.0,10.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.7129127430441794,0.5195741707596522,0.7128858323970313,0.8836416144746339,0.782512856296836,0.8839374001230882,0.8762885602773145,0.7689667400252878,0.8761720953761603,1.0007675220385817,1.0000000000000022,9.0,9.0,9.0,9.0,"2-3, 1-0, 2-3, 3-1, 1-2, 0-2"
6.0,0.6912369419467296,0.48931025341831463,0.6917267839677417,0.8661597224020735,0.7524184014622207,0.8666991279518705,0.8523867783171365,0.7284661095503272,0.8524793131601694,1.000709609702708,0.9999999999999998,12.0,12.0,12.0,12.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6928057630319249,0.4914381624202173,0.6929507581471197,0.8756696859085766,0.7674683707234194,0.8756129241829904,0.8830928041696652,0.7801924531351645,0.8831566541549498,1.0011071056123655,1.0,9.0,9.0,9.0,9.0,"0-1, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6715650378858457,0.46320802964380325,0.6715600802390939,0.8489097985352559,0.7227286724551948,0.8488222815268278,0.8734988331831086,0.7635682474045367,0.8732453100281916,1.0010745219444992,0.9999999999999994,12.0,12.0,10.0,12.0,"0-2, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6882387208892559,0.4857028128477098,0.6883338554533692,0.8597513781813112,0.7410695197253803,0.8600914507289994,0.8537061035836326,0.7299294447894276,0.8534228740912639,1.0009995478891782,0.9999999999999996,12.0,10.0,10.0,10.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6803945953373253,0.47433175639936176,0.6804381031155504,0.8511063966151058,0.7261276561506795,0.8512758448147069,0.8477995117836509,0.7202105815704165,0.8477484446162566,1.0012438011174352,1.0000000000000018,10.0,10.0,12.0,10.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.733357041453877,0.5464418686159885,0.7332765723510379,0.8936977609793116,0.7988158640877864,0.8937910309331525,0.8883381247362203,0.7886713145958113,0.8882743956772744,1.0010920726936472,1.0000000000000002,7.0,7.0,7.0,7.0,"1-3, 2-3, 2-3, 3-1, 1-2, 0-2"
6.0,0.6937508573442841,0.4918162901753693,0.6936486581271699,0.8612175324332134,0.7435938668675485,0.8614589985358116,0.8707771171532616,0.7587638310524678,0.8703655528756873,1.0008400602236893,0.9999999999999986,10.0,12.0,10.0,12.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
6.0,0.6725717375216163,0.46517048873037464,0.6727684237120243,0.854930626468815,0.7326208320129313,0.8550518321724199,0.8445768313438192,0.7153194316371474,0.8448826920056114,1.0009882696406884,0.9999999999999996,10.0,12.0,12.0,12.0,"1-3, 0-1, 2-3, 3-1, 1-2, 0-2"
