sequences,seq_str,occur,freq
"[2, 7, 7, 10, 7, 2, 0, 0, 0, 0]","0-1, 1-3, 1-3, 2-3, 1-3, 0-1",2,0.002
"[2, 7, 6, 10, 7, 2, 0, 0, 0, 0]","0-1, 1-3, 1-2, 2-3, 1-3, 0-1",1,0.001
"[6, 10, 10, 7, 3, 6, 3, 7, 0, 0]","1-2, 2-3, 2-3, 1-3, 0-2, 1-2, 0-2, 1-3",1,0.001
"[7, 10, 7, 10, 7, 2, 0, 0, 0, 0]","1-3, 2-3, 1-3, 2-3, 1-3, 0-1",1,0.001
"[4, 10, 7, 2, 2, 3, 0, 0, 0, 0]","0-3, 2-3, 1-3, 0-1, 0-1, 0-2",1,0.001
"[3, 4, 10, 7, 3, 6, 0, 0, 0, 0]","0-2, 0-3, 2-3, 1-3, 0-2, 1-2",1,0.001
"[2, 7, 7, 7, 2, 3, 0, 0, 0, 0]","0-1, 1-3, 1-3, 1-3, 0-1, 0-2",1,0.001
"[2, 10, 10, 7, 3, 3, 6, 0, 0, 0]","0-1, 2-3, 2-3, 1-3, 0-2, 0-2, 1-2",1,0.001
"[10, 10, 10, 7, 2, 3, 0, 0, 0, 0]","2-3, 2-3, 2-3, 1-3, 0-1, 0-2",1,0.001
"[2, 4, 7, 7, 6, 3, 0, 0, 0, 0]","0-1, 0-3, 1-3, 1-3, 1-2, 0-2",1,0.001
"[10, 4, 3, 2, 7, 10, 0, 0, 0, 0]","2-3, 0-3, 0-2, 0-1, 1-3, 2-3",1,0.001
"[7, 6, 10, 6, 7, 2, 0, 0, 0, 0]","1-3, 1-2, 2-3, 1-2, 1-3, 0-1",1,0.001
"[2, 10, 3, 4, 6, 3, 0, 0, 0, 0]","0-1, 2-3, 0-2, 0-3, 1-2, 0-2",1,0.001
"[7, 6, 7, 10, 7, 2, 0, 0, 0, 0]","1-3, 1-2, 1-3, 2-3, 1-3, 0-1",1,0.001
"[7, 10, 10, 7, 3, 6, 0, 0, 0, 0]","1-3, 2-3, 2-3, 1-3, 0-2, 1-2",1,0.001
"[4, 10, 4, 10, 7, 2, 0, 0, 0, 0]","0-3, 2-3, 0-3, 2-3, 1-3, 0-1",1,0.001
"[2, 6, 10, 7, 3, 6, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-3, 0-2, 1-2",1,0.001
"[2, 3, 2, 4, 7, 3, 0, 0, 0, 0]","0-1, 0-2, 0-1, 0-3, 1-3, 0-2",1,0.001
"[2, 7, 6, 7, 2, 3, 3, 0, 0, 0]","0-1, 1-3, 1-2, 1-3, 0-1, 0-2, 0-2",1,0.001
"[4, 3, 2, 7, 2, 3, 0, 0, 0, 0]","0-3, 0-2, 0-1, 1-3, 0-1, 0-2",1,0.001
"[2, 10, 10, 7, 3, 6, 0, 0, 0, 0]","0-1, 2-3, 2-3, 1-3, 0-2, 1-2",1,0.001
"[7, 10, 3, 10, 2, 4, 0, 0, 0, 0]","1-3, 2-3, 0-2, 2-3, 0-1, 0-3",1,0.001
"[7, 4, 10, 7, 2, 3, 0, 0, 0, 0]","1-3, 0-3, 2-3, 1-3, 0-1, 0-2",1,0.001
"[2, 10, 2, 7, 2, 3, 0, 0, 0, 0]","0-1, 2-3, 0-1, 1-3, 0-1, 0-2",1,0.001
"[10, 3, 4, 7, 2, 3, 0, 0, 0, 0]","2-3, 0-2, 0-3, 1-3, 0-1, 0-2",1,0.001
"[6, 3, 7, 4, 7, 2, 0, 0, 0, 0]","1-2, 0-2, 1-3, 0-3, 1-3, 0-1",1,0.001
"[7, 6, 2, 7, 6, 3, 0, 0, 0, 0]","1-3, 1-2, 0-1, 1-3, 1-2, 0-2",1,0.001
"[2, 2, 6, 7, 2, 3, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-3, 0-1, 0-2",1,0.001
"[2, 10, 7, 10, 7, 2, 0, 0, 0, 0]","0-1, 2-3, 1-3, 2-3, 1-3, 0-1",1,0.001
"[6, 6, 10, 7, 2, 3, 0, 0, 0, 0]","1-2, 1-2, 2-3, 1-3, 0-1, 0-2",1,0.001
"[2, 7, 10, 7, 3, 6, 0, 0, 0, 0]","0-1, 1-3, 2-3, 1-3, 0-2, 1-2",1,0.001
"[7, 7, 6, 7, 2, 3, 0, 0, 0, 0]","1-3, 1-3, 1-2, 1-3, 0-1, 0-2",1,0.001
"[2, 10, 7, 6, 4, 0, 0, 0, 0, 0]","0-1, 2-3, 1-3, 1-2, 0-3",1,0.001
"[10, 3, 7, 2, 10, 0, 0, 0, 0, 0]","2-3, 0-2, 1-3, 0-1, 2-3",1,0.001
"[4, 7, 10, 3, 2, 7, 0, 0, 0, 0]","0-3, 1-3, 2-3, 0-2, 0-1, 1-3",1,0.001
"[2, 6, 10, 7, 3, 6, 3, 0, 0, 0]","0-1, 1-2, 2-3, 1-3, 0-2, 1-2, 0-2",1,0.001
"[7, 10, 4, 2, 3, 7, 0, 0, 0, 0]","1-3, 2-3, 0-3, 0-1, 0-2, 1-3",1,0.001
"[2, 7, 10, 7, 10, 3, 0, 0, 0, 0]","0-1, 1-3, 2-3, 1-3, 2-3, 0-2",1,0.001
"[2, 10, 6, 7, 6, 3, 0, 0, 0, 0]","0-1, 2-3, 1-2, 1-3, 1-2, 0-2",1,0.001
"[2, 10, 6, 7, 2, 3, 0, 0, 0, 0]","0-1, 2-3, 1-2, 1-3, 0-1, 0-2",1,0.001
"[6, 10, 10, 7, 3, 6, 3, 7, 7, 10]","1-2, 2-3, 2-3, 1-3, 0-2, 1-2, 0-2, 1-3, 1-3, 2-3",1,0.001
"[2, 7, 7, 2, 7, 2, 0, 0, 0, 0]","0-1, 1-3, 1-3, 0-1, 1-3, 0-1",1,0.001
"[10, 4, 2, 6, 7, 4, 2, 0, 0, 0]","2-3, 0-3, 0-1, 1-2, 1-3, 0-3, 0-1",1,0.001
"[2, 10, 7, 6, 7, 2, 0, 0, 0, 0]","0-1, 2-3, 1-3, 1-2, 1-3, 0-1",1,0.001
"[4, 10, 4, 7, 2, 3, 0, 0, 0, 0]","0-3, 2-3, 0-3, 1-3, 0-1, 0-2",1,0.001
"[4, 7, 3, 4, 10, 3, 4, 0, 0, 0]","0-3, 1-3, 0-2, 0-3, 2-3, 0-2, 0-3",1,0.001
"[10, 6, 2, 4, 3, 2, 4, 0, 0, 0]","2-3, 1-2, 0-1, 0-3, 0-2, 0-1, 0-3",1,0.001
"[2, 4, 3, 2, 7, 10, 2, 0, 0, 0]","0-1, 0-3, 0-2, 0-1, 1-3, 2-3, 0-1",1,0.001
"[2, 2, 7, 10, 7, 2, 3, 0, 0, 0]","0-1, 0-1, 1-3, 2-3, 1-3, 0-1, 0-2",1,0.001
