sequences,seq_str,occur,freq
"[10, 6, 2, 10, 6, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2",718,0.718
"[6, 6, 2, 10, 6, 0, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2",95,0.095
"[6, 2, 10, 6, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-2",15,0.015
"[10, 6, 2, 6, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 1-2",15,0.015
"[10, 6, 2, 10, 6, 10, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2, 2-3",14,0.014
"[2, 6, 2, 10, 6, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2",13,0.013
"[10, 6, 10, 2, 6, 0, 0, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 1-2",11,0.011
"[10, 2, 6, 10, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3",9,0.009
"[10, 6, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1",7,0.007
"[10, 2, 6, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2",5,0.005
"[10, 2, 2, 10, 6, 0, 0, 0, 0, 0]","2-3, 0-1, 0-1, 2-3, 1-2",4,0.004
"[10, 6, 2, 10, 6, 2, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2, 0-1",4,0.004
"[6, 2, 6, 10, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2, 2-3",3,0.003
"[6, 2, 2, 10, 6, 0, 0, 0, 0, 0]","1-2, 0-1, 0-1, 2-3, 1-2",3,0.003
"[2, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 1-2",3,0.003
"[10, 6, 2, 10, 6, 6, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2, 1-2",3,0.003
"[10, 2, 6, 2, 10, 6, 0, 0, 0, 0]","2-3, 0-1, 1-2, 0-1, 2-3, 1-2",3,0.003
"[10, 6, 2, 10, 10, 6, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 2-3, 1-2",2,0.002
"[10, 2, 6, 2, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 0-1",2,0.002
"[10, 6, 6, 2, 6, 0, 0, 0, 0, 0]","2-3, 1-2, 1-2, 0-1, 1-2",2,0.002
"[2, 2, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 2-3, 1-2",2,0.002
"[6, 2, 10, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3",2,0.002
"[6, 6, 2, 10, 6, 10, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 2-3",2,0.002
"[2, 10, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 2-3, 1-2",2,0.002
"[10, 2, 6, 10, 6, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 1-2",2,0.002
"[10, 6, 2, 6, 10, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 1-2, 2-3",2,0.002
"[10, 6, 2, 10, 10, 6, 10, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 2-3, 1-2, 2-3",2,0.002
"[6, 10, 2, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1",2,0.002
"[6, 2, 6, 2, 10, 6, 0, 0, 0, 0]","1-2, 0-1, 1-2, 0-1, 2-3, 1-2",2,0.002
"[2, 6, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2",2,0.002
"[6, 6, 2, 10, 10, 6, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 2-3, 1-2",2,0.002
"[10, 2, 10, 6, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 2-3, 1-2",2,0.002
"[10, 2, 6, 10, 2, 6, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 0-1, 1-2",1,0.001
"[10, 6, 2, 10, 6, 10, 6, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2, 2-3, 1-2",1,0.001
"[6, 2, 2, 2, 10, 6, 10, 0, 0, 0]","1-2, 0-1, 0-1, 0-1, 2-3, 1-2, 2-3",1,0.001
"[10, 2, 6, 2, 10, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 0-1, 2-3",1,0.001
"[6, 6, 2, 10, 0, 0, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3",1,0.001
"[2, 2, 10, 6, 10, 0, 0, 0, 0, 0]","0-1, 0-1, 2-3, 1-2, 2-3",1,0.001
"[10, 6, 2, 10, 6, 10, 10, 10, 6, 0]","2-3, 1-2, 0-1, 2-3, 1-2, 2-3, 2-3, 2-3, 1-2",1,0.001
"[10, 6, 6, 2, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 1-2, 0-1",1,0.001
"[10, 2, 6, 6, 10, 10, 10, 6, 2, 10]","2-3, 0-1, 1-2, 1-2, 2-3, 2-3, 2-3, 1-2, 0-1, 2-3",1,0.001
"[10, 6, 2, 2, 6, 10, 6, 0, 0, 0]","2-3, 1-2, 0-1, 0-1, 1-2, 2-3, 1-2",1,0.001
"[10, 6, 10, 6, 2, 0, 0, 0, 0, 0]","2-3, 1-2, 2-3, 1-2, 0-1",1,0.001
"[10, 2, 6, 10, 6, 2, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 1-2, 0-1",1,0.001
"[10, 2, 2, 6, 10, 0, 0, 0, 0, 0]","2-3, 0-1, 0-1, 1-2, 2-3",1,0.001
"[6, 10, 2, 10, 6, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1, 2-3, 1-2",1,0.001
"[2, 6, 2, 10, 6, 10, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2, 2-3",1,0.001
"[10, 6, 2, 10, 10, 6, 10, 10, 0, 0]","2-3, 1-2, 0-1, 2-3, 2-3, 1-2, 2-3, 2-3",1,0.001
"[2, 2, 10, 10, 6, 0, 0, 0, 0, 0]","0-1, 0-1, 2-3, 2-3, 1-2",1,0.001
"[10, 6, 2, 10, 6, 10, 10, 10, 10, 6]","2-3, 1-2, 0-1, 2-3, 1-2, 2-3, 2-3, 2-3, 2-3, 1-2",1,0.001
"[6, 10, 6, 2, 6, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2",1,0.001
"[6, 2, 0, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1",1,0.001
"[2, 6, 10, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3",1,0.001
"[6, 2, 6, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2",1,0.001
"[6, 6, 2, 10, 6, 2, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 0-1",1,0.001
"[6, 2, 10, 10, 10, 10, 0, 0, 0, 0]","1-2, 0-1, 2-3, 2-3, 2-3, 2-3",1,0.001
"[6, 10, 2, 6, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1, 1-2",1,0.001
"[10, 2, 6, 10, 10, 6, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 2-3, 1-2",1,0.001
"[6, 2, 6, 10, 6, 2, 0, 0, 0, 0]","1-2, 0-1, 1-2, 2-3, 1-2, 0-1",1,0.001
"[10, 2, 2, 6, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 0-1, 1-2",1,0.001
"[10, 2, 6, 10, 2, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 2-3, 0-1",1,0.001
"[10, 6, 10, 6, 10, 2, 2, 2, 2, 2]","2-3, 1-2, 2-3, 1-2, 2-3, 0-1, 0-1, 0-1, 0-1, 0-1",1,0.001
"[10, 6, 10, 2, 2, 6, 0, 0, 0, 0]","2-3, 1-2, 2-3, 0-1, 0-1, 1-2",1,0.001
"[10, 6, 2, 10, 10, 2, 6, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 2-3, 0-1, 1-2",1,0.001
"[10, 2, 2, 2, 10, 6, 0, 0, 0, 0]","2-3, 0-1, 0-1, 0-1, 2-3, 1-2",1,0.001
"[2, 6, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2",1,0.001
"[6, 2, 10, 10, 6, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 2-3, 1-2",1,0.001
"[10, 6, 2, 10, 2, 6, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 0-1, 1-2",1,0.001
"[2, 10, 6, 10, 6, 0, 0, 0, 0, 0]","0-1, 2-3, 1-2, 2-3, 1-2",1,0.001
"[10, 2, 6, 2, 6, 0, 0, 0, 0, 0]","2-3, 0-1, 1-2, 0-1, 1-2",1,0.001
"[6, 10, 6, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1",1,0.001
"[10, 6, 2, 10, 10, 6, 10, 6, 10, 10]","2-3, 1-2, 0-1, 2-3, 2-3, 1-2, 2-3, 1-2, 2-3, 2-3",1,0.001
"[2, 6, 2, 2, 10, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 0-1, 2-3",1,0.001
"[10, 2, 2, 10, 10, 10, 6, 10, 10, 0]","2-3, 0-1, 0-1, 2-3, 2-3, 2-3, 1-2, 2-3, 2-3",1,0.001
"[6, 10, 6, 2, 10, 10, 6, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3, 2-3, 1-2",1,0.001
"[2, 10, 10, 6, 10, 0, 0, 0, 0, 0]","0-1, 2-3, 2-3, 1-2, 2-3",1,0.001
"[10, 2, 6, 2, 10, 6, 6, 0, 0, 0]","2-3, 0-1, 1-2, 0-1, 2-3, 1-2, 1-2",1,0.001
