sequences,seq_str,occur,freq
"[6, 6, 2, 10, 6, 0, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2",494,0.494
"[2, 6, 2, 10, 6, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2",276,0.276
"[6, 2, 6, 10, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2, 2-3",27,0.027
"[2, 6, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2",16,0.016
"[6, 2, 10, 6, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-2",11,0.011
"[2, 6, 10, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3",10,0.01
"[2, 2, 6, 10, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 2-3",10,0.01
"[6, 2, 6, 2, 10, 6, 0, 0, 0, 0]","1-2, 0-1, 1-2, 0-1, 2-3, 1-2",7,0.007
"[10, 6, 2, 10, 6, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3, 1-2",6,0.006
"[6, 6, 2, 10, 6, 6, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 1-2",5,0.005
"[2, 2, 6, 2, 10, 6, 0, 0, 0, 0]","0-1, 0-1, 1-2, 0-1, 2-3, 1-2",5,0.005
"[6, 2, 6, 10, 6, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2, 2-3, 1-2",4,0.004
"[2, 2, 6, 6, 10, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-2, 2-3",4,0.004
"[2, 2, 6, 10, 6, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 2-3, 1-2",4,0.004
"[2, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 1-2",4,0.004
"[6, 2, 6, 6, 10, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2, 1-2, 2-3",4,0.004
"[6, 6, 2, 10, 0, 0, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3",4,0.004
"[6, 2, 2, 10, 6, 0, 0, 0, 0, 0]","1-2, 0-1, 0-1, 2-3, 1-2",3,0.003
"[6, 2, 2, 6, 10, 0, 0, 0, 0, 0]","1-2, 0-1, 0-1, 1-2, 2-3",3,0.003
"[6, 6, 10, 2, 6, 0, 0, 0, 0, 0]","1-2, 1-2, 2-3, 0-1, 1-2",3,0.003
"[2, 6, 6, 10, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 1-2, 2-3",3,0.003
"[6, 2, 10, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3",3,0.003
"[2, 2, 2, 6, 10, 0, 0, 0, 0, 0]","0-1, 0-1, 0-1, 1-2, 2-3",2,0.002
"[6, 2, 2, 2, 10, 6, 0, 0, 0, 0]","1-2, 0-1, 0-1, 0-1, 2-3, 1-2",2,0.002
"[6, 2, 2, 10, 6, 6, 0, 0, 0, 0]","1-2, 0-1, 0-1, 2-3, 1-2, 1-2",2,0.002
"[2, 6, 2, 10, 6, 6, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2, 1-2",2,0.002
"[2, 2, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 2-3, 1-2",2,0.002
"[2, 2, 6, 6, 6, 10, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-2, 1-2, 2-3",2,0.002
"[6, 10, 6, 2, 6, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 1-2",2,0.002
"[6, 2, 2, 10, 10, 6, 0, 0, 0, 0]","1-2, 0-1, 0-1, 2-3, 2-3, 1-2",2,0.002
"[6, 6, 2, 6, 10, 0, 0, 0, 0, 0]","1-2, 1-2, 0-1, 1-2, 2-3",2,0.002
"[10, 6, 2, 6, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 1-2",2,0.002
"[2, 6, 10, 2, 6, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 0-1, 1-2",2,0.002
"[6, 6, 2, 10, 6, 10, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 2-3",2,0.002
"[2, 2, 2, 10, 6, 0, 0, 0, 0, 0]","0-1, 0-1, 0-1, 2-3, 1-2",2,0.002
"[2, 6, 6, 2, 10, 6, 0, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 2-3, 1-2",2,0.002
"[2, 6, 2, 10, 6, 2, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2, 0-1",2,0.002
"[6, 2, 6, 10, 2, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2, 2-3, 0-1",2,0.002
"[2, 2, 6, 6, 10, 6, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-2, 2-3, 1-2",2,0.002
"[2, 6, 2, 10, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3",2,0.002
"[2, 6, 2, 2, 10, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 0-1, 2-3",1,0.001
"[2, 2, 6, 6, 6, 10, 10, 2, 0, 0]","0-1, 0-1, 1-2, 1-2, 1-2, 2-3, 2-3, 0-1",1,0.001
"[6, 2, 2, 6, 6, 2, 2, 10, 10, 10]","1-2, 0-1, 0-1, 1-2, 1-2, 0-1, 0-1, 2-3, 2-3, 2-3",1,0.001
"[2, 6, 2, 10, 6, 10, 0, 0, 0, 0]","0-1, 1-2, 0-1, 2-3, 1-2, 2-3",1,0.001
"[6, 2, 6, 2, 6, 10, 6, 0, 0, 0]","1-2, 0-1, 1-2, 0-1, 1-2, 2-3, 1-2",1,0.001
"[2, 6, 2, 6, 6, 10, 0, 0, 0, 0]","0-1, 1-2, 0-1, 1-2, 1-2, 2-3",1,0.001
"[2, 6, 10, 2, 6, 2, 6, 10, 6, 0]","0-1, 1-2, 2-3, 0-1, 1-2, 0-1, 1-2, 2-3, 1-2",1,0.001
"[6, 2, 2, 6, 6, 10, 10, 6, 10, 2]","1-2, 0-1, 0-1, 1-2, 1-2, 2-3, 2-3, 1-2, 2-3, 0-1",1,0.001
"[2, 2, 2, 2, 6, 6, 2, 2, 10, 2]","0-1, 0-1, 0-1, 0-1, 1-2, 1-2, 0-1, 0-1, 2-3, 0-1",1,0.001
"[2, 2, 2, 10, 6, 10, 0, 0, 0, 0]","0-1, 0-1, 0-1, 2-3, 1-2, 2-3",1,0.001
"[2, 6, 10, 6, 6, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 1-2",1,0.001
"[6, 2, 10, 10, 6, 6, 6, 10, 6, 0]","1-2, 0-1, 2-3, 2-3, 1-2, 1-2, 1-2, 2-3, 1-2",1,0.001
"[2, 6, 10, 6, 2, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-2, 0-1",1,0.001
"[6, 10, 6, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1",1,0.001
"[6, 10, 6, 6, 2, 6, 0, 0, 0, 0]","1-2, 2-3, 1-2, 1-2, 0-1, 1-2",1,0.001
"[2, 10, 2, 10, 6, 0, 0, 0, 0, 0]","0-1, 2-3, 0-1, 2-3, 1-2",1,0.001
"[10, 6, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1",1,0.001
"[2, 6, 6, 2, 10, 0, 0, 0, 0, 0]","0-1, 1-2, 1-2, 0-1, 2-3",1,0.001
"[10, 6, 10, 2, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 2-3, 0-1",1,0.001
"[6, 10, 6, 2, 10, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-1, 2-3",1,0.001
"[6, 2, 6, 2, 6, 10, 2, 6, 0, 0]","1-2, 0-1, 1-2, 0-1, 1-2, 2-3, 0-1, 1-2",1,0.001
"[2, 10, 6, 6, 2, 6, 0, 0, 0, 0]","0-1, 2-3, 1-2, 1-2, 0-1, 1-2",1,0.001
"[2, 6, 10, 6, 6, 6, 6, 10, 6, 0]","0-1, 1-2, 2-3, 1-2, 1-2, 1-2, 1-2, 2-3, 1-2",1,0.001
"[2, 2, 6, 10, 6, 2, 0, 0, 0, 0]","0-1, 0-1, 1-2, 2-3, 1-2, 0-1",1,0.001
"[6, 6, 6, 2, 10, 6, 0, 0, 0, 0]","1-2, 1-2, 1-2, 0-1, 2-3, 1-2",1,0.001
"[6, 6, 2, 6, 10, 6, 0, 0, 0, 0]","1-2, 1-2, 0-1, 1-2, 2-3, 1-2",1,0.001
"[2, 6, 6, 6, 6, 2, 10, 0, 0, 0]","0-1, 1-2, 1-2, 1-2, 1-2, 0-1, 2-3",1,0.001
"[2, 6, 2, 6, 10, 10, 6, 0, 0, 0]","0-1, 1-2, 0-1, 1-2, 2-3, 2-3, 1-2",1,0.001
"[6, 2, 6, 10, 6, 10, 6, 0, 0, 0]","1-2, 0-1, 1-2, 2-3, 1-2, 2-3, 1-2",1,0.001
"[2, 6, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2",1,0.001
"[6, 2, 10, 6, 2, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-2, 0-1",1,0.001
"[6, 6, 2, 10, 6, 6, 2, 10, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 1-2, 0-1, 2-3",1,0.001
"[6, 2, 6, 6, 10, 6, 0, 0, 0, 0]","1-2, 0-1, 1-2, 1-2, 2-3, 1-2",1,0.001
"[2, 6, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 1-2",1,0.001
"[6, 2, 2, 10, 6, 10, 0, 0, 0, 0]","1-2, 0-1, 0-1, 2-3, 1-2, 2-3",1,0.001
"[6, 6, 2, 10, 6, 2, 0, 0, 0, 0]","1-2, 1-2, 0-1, 2-3, 1-2, 0-1",1,0.001
"[2, 2, 6, 6, 2, 10, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-2, 0-1, 2-3",1,0.001
"[10, 6, 2, 10, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 0-1, 2-3",1,0.001
"[2, 6, 2, 2, 2, 6, 10, 0, 0, 0]","0-1, 1-2, 0-1, 0-1, 0-1, 1-2, 2-3",1,0.001
"[2, 2, 10, 6, 6, 0, 0, 0, 0, 0]","0-1, 0-1, 2-3, 1-2, 1-2",1,0.001
"[2, 2, 6, 2, 10, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 0-1, 2-3",1,0.001
"[6, 2, 6, 10, 6, 2, 10, 2, 0, 0]","1-2, 0-1, 1-2, 2-3, 1-2, 0-1, 2-3, 0-1",1,0.001
"[6, 2, 6, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-2",1,0.001
"[2, 2, 6, 10, 6, 10, 0, 0, 0, 0]","0-1, 0-1, 1-2, 2-3, 1-2, 2-3",1,0.001
