sequences,seq_str,occur,freq
"[3, 2, 3, 9, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-2, 1-4, 0-1, 0-3",498,0.498
"[9, 2, 3, 9, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 0-2, 1-4, 0-1, 0-3",127,0.127
"[9, 2, 9, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 1-4, 0-2, 0-1, 0-3",126,0.126
"[3, 2, 9, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 1-4, 0-2, 0-1, 0-3",68,0.068
"[9, 2, 9, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 1-4, 0-2, 0-3, 0-1",66,0.066
"[9, 2, 3, 9, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 0-2, 1-4, 0-3, 0-1",62,0.062
"[3, 2, 3, 9, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-2, 1-4, 0-3, 0-1",37,0.037
"[3, 2, 9, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 1-4, 0-2, 0-3, 0-1",7,0.007
"[2, 2, 3, 9, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 0-2, 1-4, 0-3, 0-1",2,0.002
"[2, 2, 9, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-4, 0-2, 0-1, 0-3",2,0.002
"[2, 2, 3, 9, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 0-2, 1-4, 0-1, 0-3",1,0.001
"[3, 2, 3, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-2, 0-1, 0-1, 0-3",1,0.001
"[9, 2, 3, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 0-2, 0-1, 0-3, 0-1",1,0.001
"[9, 2, 3, 2, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1-4, 0-1, 0-2, 0-1, 1-4, 0-3",1,0.001
"[3, 2, 3, 2, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-2, 0-1, 0-3, 0-2",1,0.001
