N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho
9.0,0.6952876534838478,0.49604951307606715,0.6952876347917449,0.8695958618994708,0.7583977288448118,0.8695958564535535,0.871538696167122,0.761484840488195,0.8715386933630858,0.999999999998644,1.0,9.0,9.0,9.0,9.0
9.0,0.7016088797281553,0.5053197736794259,0.7016089354375042,0.8735964362313029,0.765322931380557,0.8735964560953635,0.8677523122719688,0.7550609164981629,0.8677523290323922,0.9999999999926025,1.0000000000000013,9.0,9.0,9.0,9.0
9.0,0.6850365541588473,0.48130873509396516,0.6850365545991435,0.8742794408954473,0.7665291255490381,0.8742794407126405,0.8807370661577165,0.7773909036815152,0.8807370655204807,0.9999999999992999,0.9999999999999973,9.0,9.0,9.0,9.0
9.0,0.7132214354992752,0.5202339867431797,0.7132214093236406,0.871918884791828,0.7625532899498129,0.8719188743264586,0.8726973489919241,0.7638084999941808,0.872697329670278,0.9999999999924609,0.9999999999999992,9.0,9.0,9.0,9.0
9.0,0.6967086010295905,0.497150533730617,0.6967086082626137,0.8728085086388928,0.7640807638566638,0.8728085106363945,0.8770024297688941,0.7712284166462333,0.8770024311776351,0.9999999999978507,1.0000000000000002,9.0,9.0,9.0,9.0
9.0,0.6829223360420191,0.4783834695634824,0.6829223351083127,0.8644748503883365,0.7495101731044351,0.8644748505499724,0.8687919989005397,0.7567239196704081,0.8687919986883876,0.9999999999998552,1.0000000000000013,9.0,9.0,9.0,9.0
9.0,0.6880049021012038,0.48480800166218774,0.6880049066057373,0.8669472575284392,0.7538695419457917,0.8669472558329632,0.8693511287692037,0.7576738316740784,0.8693511296086129,0.999999999999497,1.000000000000002,9.0,9.0,9.0,9.0
9.0,0.7042413583687293,0.5067078320017213,0.7042413618721209,0.8741706489295651,0.7663292015755874,0.8741706505344716,0.8757986634936947,0.7689595784257433,0.8757986645716254,0.9999999999997176,1.0000000000000018,9.0,9.0,9.0,9.0
9.0,0.7088578716216527,0.5137135216342208,0.7088578772757503,0.8765528692226601,0.7705890166007315,0.8765528751073411,0.8680890278734326,0.7558330861677637,0.8680890319546233,0.9999999999996418,1.0000000000000004,9.0,9.0,9.0,9.0
9.0,0.7146578937031535,0.5227665390952733,0.7146579047300974,0.8763248374944101,0.7700214439184256,0.8763248464432141,0.8752027581256294,0.7679485565165929,0.8752027722444284,0.9999999999853235,1.0000000000000004,9.0,9.0,9.0,9.0
9.0,0.6991808792859904,0.49997377093333084,0.6991808830152076,0.8705357171070207,0.7599353202796595,0.870535709915614,0.8671808129352812,0.7539371925301083,0.8671808068421853,0.9999999999986258,1.0000000000000013,9.0,9.0,9.0,9.0
9.0,0.6920700500939432,0.4901448446576083,0.6920700554343469,0.871743052042786,0.7620131398453378,0.8717430547811102,0.8700880357337809,0.7591700083309072,0.8700880385259968,0.999999999998367,0.9999999999999983,9.0,9.0,9.0,9.0
9.0,0.7264345185564305,0.5392243058794622,0.7264345193537465,0.8732655531120587,0.7648025312274671,0.8732655537109679,0.8664529526707935,0.7528967163789502,0.8664529531345888,0.9999999999999667,1.0000000000000018,9.0,9.0,9.0,9.0
9.0,0.6895625880846118,0.4875501837371396,0.6895625903968068,0.8713013179302899,0.7613297944094515,0.8713013244710688,0.8734523182445961,0.7647978448724184,0.8734523257859863,0.9999999999942535,1.0000000000000009,9.0,9.0,9.0,9.0
9.0,0.6890436768952979,0.4860092198208582,0.6890436813863599,0.8686066370713501,0.7567799540271887,0.8686066386449154,0.8636993095981105,0.748276072599924,0.8636993101397967,0.9999999999982583,0.9999999999999992,9.0,9.0,9.0,9.0
9.0,0.6996000207025354,0.5016996826666034,0.6996000206567756,0.8756406543344413,0.7690327339571539,0.8756406526106656,0.8692484300397915,0.7579598372229376,0.8692484286414083,0.9999999999984004,0.9999999999999991,9.0,9.0,9.0,9.0
9.0,0.7199898877104671,0.5296018191834746,0.7199899417011651,0.8764030846344604,0.770581771670154,0.8764030550786556,0.8805300514023362,0.7775240806465831,0.8805300285188081,0.9999999999768897,0.9999999999999989,9.0,9.0,9.0,9.0
9.0,0.6936884589925689,0.4930961231818087,0.6936884528441168,0.8726598962786147,0.764146247914521,0.8726599004454197,0.8741525848602,0.766439387994422,0.8741525815179476,0.9999999999922569,1.0,9.0,9.0,9.0,9.0
9.0,0.6943179360998583,0.4955072329042706,0.6943179383783871,0.8666432260248735,0.7535397080561336,0.8666432336500374,0.8691875587792648,0.757529946078679,0.8691875642044558,0.9999999999952911,1.0000000000000004,9.0,9.0,9.0,9.0
9.0,0.7235712601533197,0.5348048474374179,0.7235713062611926,0.8740158868710188,0.7661091341613093,0.8740158886611527,0.869603110123523,0.7583623901047374,0.8696031155805641,0.9999999999966199,1.0000000000000009,9.0,9.0,9.0,9.0
9.0,0.2169603095197638,0.7160776704119822,0.843699605363197,0.2362913062464145,0.8952524705157923,0.9459278864830498,0.23527638320674693,0.8782512611717032,0.9368540049654546,0.24828622240675322,0.9999999999999991,9.0,9.0,9.0,9.0
9.0,0.6930575146590703,0.4923502929637307,0.6930575168991204,0.866726693534527,0.7535428690981478,0.866726694268192,0.8702699531657214,0.759355014977259,0.8702699529841189,0.9999999999994768,1.0000000000000044,9.0,9.0,9.0,9.0
9.0,0.7009150402480351,0.5028942297673729,0.7009150399506243,0.8744729762749285,0.7669534766991943,0.8744729782985893,0.868265842305646,0.7560892324483751,0.8682658422162255,0.9999999999995985,0.9999999999999976,9.0,9.0,9.0,9.0
9.0,0.6972129889693488,0.4980352811077289,0.6972129870366769,0.870886088689489,0.7607162112127915,0.8708860967585768,0.867040491384772,0.7540687329098068,0.867040492272916,0.9999999999981708,1.0,9.0,9.0,9.0,9.0
9.0,0.7079909279252409,0.5121761094133136,0.7079909416324757,0.8711601165734544,0.761160884192466,0.8711601214077564,0.8686579966576964,0.756568880255235,0.8686580035482012,0.999999999996918,0.9999999999999991,9.0,9.0,9.0,9.0
9.0,0.6901849614212016,0.48848093063729925,0.6901849533545684,0.8765344516076796,0.7703946542434561,0.876534450177056,0.8806057563799539,0.7772573508357916,0.8806057510838693,0.9999999999986002,1.0000000000000004,9.0,9.0,9.0,9.0
9.0,0.701783377874292,0.5051423568475747,0.7017833815154699,0.8788761187433128,0.7748061100519827,0.8788761192267686,0.8818996939589192,0.7799623431456618,0.8818996944805619,0.9999999999995466,1.0000000000000009,9.0,9.0,9.0,9.0
9.0,0.7406541370910529,0.5584331843127555,0.7406541190959536,0.8743327816726647,0.7666214066737446,0.874332778987301,0.8762040885480871,0.7697634483031892,0.8762040904964304,0.9999999999975233,1.0000000000000036,9.0,9.0,9.0,9.0
9.0,0.6866058911370425,0.483388036394769,0.6866058717847863,0.8657340082951994,0.7518571112688319,0.8657339973774731,0.8654926023211321,0.7513136026396762,0.865492592547108,0.9999999999962479,0.9999999999999989,9.0,9.0,9.0,9.0
9.0,0.6884767202439255,0.486235203681201,0.6884767231489715,0.8656463504434802,0.7518206173928068,0.8656463633133881,0.8620929376278565,0.7455305344536578,0.8620929478529693,0.9999999999922,1.0000000000000013,9.0,9.0,9.0,9.0
9.0,0.7011326835292603,0.5034593109797755,0.7011326682537218,0.8772655463083134,0.771975934009193,0.8772655372400164,0.8764702055168021,0.7701159011231506,0.8764701956979519,0.9999999999984579,0.9999999999999994,9.0,9.0,9.0,9.0
