,State,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,GHZ,0.5000002255310256,0.49999984853237434,0.3779899717827777,0.576135113182138,0.4999992998584603,0.9999999555938941,-4.6648949113602835e-07,0.8779902864611229,0.49999994891046984,-2.6655729118661284e-07,0.5000001596720101,0.07613502603350139,0.9999999421396865,-0.4999999045023926
1,GHZ,-0.5000164112375913,-0.26742975725729123,0.9999724887432707,5.754492682807921e-06,-0.14855371133440376,-0.9999710815316465,-0.7325776260446539,-0.23682379560883593,0.3514542224381513,-0.5000274584080902,-0.4999957364706591,-0.2632032450648345,-0.4999923576125136,1.3415219787038524e-05
2,GHZ,0.4999769500852197,0.40717930632798305,2.1716911516813915e-06,-0.5000092461986505,-0.9999975132691821,0.5459323104045343,0.592818858200055,-0.5308622444789326,0.419889661579475,0.04593890469367379,0.4999978427575645,-0.9691316385552002,-0.5800828078503928,-0.500003454801992
3,GHZ,-0.4999902097994522,-0.49998849732152517,0.19699010334377967,0.5000141658342289,0.2751638961004217,-6.78650140651902e-06,0.500006929319907,0.8681588642497972,-0.24285533409542248,0.49999477686715255,0.499993599727108,0.5651355151804579,-0.48198052580266926,-0.5000032373867289
4,GHZ,-0.11154424526077045,0.5000067935366865,-0.9999978697098082,-0.9999942226250844,-0.40773101331607076,0.08694872550390827,-0.5000103771601292,0.5426460180419146,0.031285475600167624,-0.892755859540219,-0.5000082055905346,-0.042646719281574486,0.49999766465009227,-3.134945469182143e-06
5,GHZ,-0.5000016740206423,-0.3954581306923639,-0.9999915489961944,2.0952946346212062e-06,-0.9999990390325202,0.5334832886486569,-0.6045549712831357,-0.3103400245756722,-0.4999942513887623,-0.9665176454325186,-0.5000128062571485,-0.18965322199043189,-0.5000082020884964,-1.588292040555217e-06
6,W,6.457985310959202e-07,0.7555429234901087,-0.581495278729977,-0.5000003631198784,-0.3067391965697621,-0.7500007544573033,0.5000004283638023,0.9999987900748435,0.2988292439235903,0.5000005412047901,-0.8301512571024317,-0.5814960533198945,0.24999982548270291,-0.7499991917402851
7,W,0.096466556917901,0.4999900835615153,-0.500010398086503,-0.32334039102718926,0.2499946474393779,-0.24257150832880633,-0.4999847198374841,0.3076585489608961,0.06768326604396858,0.19590219606508893,-0.039765683836822746,-0.21367498156803974,-0.14520963233585907,0.41513550888770456
8,W,0.1735774408142971,0.5000068909004687,-0.5000059325216892,0.09151110896837993,0.24999952296100103,-0.22516141947785612,-0.5000052484696688,0.3165700700703285,0.11952906327221942,0.19591782153973017,-0.07309446443711386,0.2880373496309347,0.051645741562486226,-0.34081907419383023
9,W,-0.21550492713476507,-0.49999866807415494,0.5000017490137261,0.19054561175606455,-0.2499997072931162,-0.2107516659640278,-0.5000007185485815,-0.32453742442423156,-0.14607564816553179,-0.19590191785614866,0.09207709412562665,-0.4259316422189243,-0.10012675894539896,-0.3644556816724938
10,W,0.2600534123497381,-0.49997946981905217,0.500018492634478,0.12278885701535526,-0.2500036716184797,-0.19105965736324004,0.5000041082216853,-0.3363467813727676,-0.17240719032165205,-0.19591145544904487,-0.11293457208853384,0.18489520174862337,0.06809090089619045,0.34667474985899127
11,W,0.1273330862039513,0.5000120448497455,-0.5000154221323714,0.12393396200963273,0.2500039317452114,0.7630642404574006,0.49999645081592714,-0.3104688274757056,0.08880933025761116,0.19591865564516714,-0.052874893470894066,-0.2829519251657449,-0.06866524572207086,0.3469348788447051
