N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,labels
6.0,0.4317974307476801,0.7508093942892765,0.8634368880323444,0.49185788846144624,0.9661990398333398,0.9829092469899714,0.48938809342459605,0.9580053262622867,0.9787486354025255,0.4999999999999999,1.0,6.0,6.0,6.0,6.0,GHZ
6.0,0.4296192711154415,0.740887086473118,0.8575927575775871,0.4897900919339431,0.9546664599061524,0.9769897874861108,0.4881471532053751,0.9532548352489776,0.9763046517947231,0.4999877727201765,0.9999999999999999,6.0,6.0,6.0,6.0,GHZ + noise
6.0,0.7063053763644033,0.5110017491610535,0.7062112005595798,0.9081360668350617,0.825307379473864,0.9078416723827933,0.9086873806910403,0.8267266776143967,0.9086669579546345,1.000012373456258,1.0000000000000007,6.0,6.0,6.0,6.0,GHZ + noise
6.0,0.70893135422399,0.5141721028659196,0.7085704722710744,0.9098986434893048,0.8280062818193492,0.90931327856563,0.9106650166829733,0.8296599295400664,0.91026622247228,1.0000050132053941,0.9999999999999991,6.0,6.0,6.0,6.0,GHZ + noise
6.0,0.4162487011598922,0.6970608934885072,0.8305843328877657,0.47694294356566014,0.9042592013524718,0.950676369409448,0.4741685725748206,0.8994878052244804,0.9482260787939109,0.500001519607057,0.9999999999999994,6.0,6.0,6.0,6.0,GHZ + noise
6.0,0.3758349087593452,0.5492903898982993,0.7315436456121907,0.4593104014782844,0.833386552998332,0.9119525531699064,0.4615798412012383,0.8403676305133696,0.9159564823216646,0.5000074026508193,0.9999999999999998,6.0,6.0,6.0,6.0,GHZ + noise
6.0,0.7343920415139843,0.5521025024982893,0.7343920679286557,0.9147389840763804,0.8381511313831143,0.9147389860062878,0.9142330342892421,0.8369674727704159,0.9142330355748688,0.9999999999950181,1.0000000000000004,6.0,6.0,6.0,6.0,W
6.0,0.7377183983981556,0.5556038259125834,0.7373459334734465,0.917333919613978,0.8420096621906137,0.9169484577408425,0.915297489938544,0.8385956122362279,0.9151502665829451,0.9999848463466381,0.9999999999999998,6.0,6.0,6.0,6.0,W + noise
6.0,0.7348549878875398,0.5521547661699422,0.7348487727934958,0.9130906871748959,0.8351856454545534,0.9130828942396716,0.9137697170346536,0.8361327748774599,0.9137619465265403,1.0000042561444427,1.0000000000000004,6.0,6.0,6.0,6.0,W + noise
6.0,0.7277610911018775,0.5434777910092115,0.7275948410876971,0.9138393240999819,0.836241365610922,0.9135210342066589,0.9157842798093616,0.8392736075004302,0.9154245462781894,1.0000107885792968,1.0000000000000007,6.0,6.0,6.0,6.0,W + noise
6.0,0.7327889564877211,0.5491667345129971,0.7327956634418737,0.9132080145300832,0.8353952682730542,0.9132164444985885,0.9124285830280865,0.8337469108003217,0.912436970774764,0.9999954066948678,0.9999999999999997,6.0,6.0,6.0,6.0,W + noise
6.0,0.733557912250586,0.5507773478141511,0.7329503301337992,0.921746302753966,0.8501200424632661,0.9212688627751799,0.9238399922188121,0.8540998715987007,0.9235975393976837,0.9999696072371064,1.000000000000002,6.0,6.0,6.0,6.0,W + noise
