N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,labels
3.0,0.43823618841262424,0.7724923174093778,0.8761943823846641,0.4964542191953685,0.9855550978019845,0.9927288812831845,0.49573535896337156,0.983026120857262,0.9914699209257442,0.4999999999999999,1.0,3.0,3.0,3.0,3.0,GHZ
3.0,0.4357737331131323,0.7638119500230645,0.8710790229276839,0.49272782085233824,0.9746981570895416,0.9872255802619084,0.4934895319545458,0.9740672669464422,0.9869340231796085,0.5000228389990801,1.0,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.4281242596715714,0.7389368237397401,0.8560046524137991,0.4880545769726815,0.9482450830228717,0.9736805255289555,0.4860274496744439,0.9450483377141331,0.9720621441464228,0.49999232317362535,0.9999999999999999,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.4281717743953957,0.7390030213955502,0.8560751046600487,0.4860091563107926,0.9477199847258351,0.973405969561509,0.4860454344520651,0.9450483377137576,0.9720621441467285,0.5000108773207015,1.0,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.43642755473018746,0.763625416177874,0.8710203425445546,0.4948614269086041,0.9753642013187723,0.9875650297620855,0.4934825888718666,0.9740672669494923,0.9869340231802373,0.5000145514317839,1.0,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.42799376384601123,0.738268076973835,0.8556227136616107,0.48666435178454936,0.9477282730797605,0.9734056489630716,0.48603835819515956,0.945048337705879,0.9720621441417047,0.5000059793252912,0.9999999999999987,3.0,3.0,3.0,3.0,GHZ + noise
3.0,0.5529509448168912,0.5831570361932115,0.7549124135546144,0.696323617925855,0.9141456099301055,0.9558130132763207,0.6956928297799159,0.9120716799641684,0.9547832823545555,0.7285533905878636,0.9999999999999999,3.0,3.0,3.0,3.0,W
3.0,0.5595880540307784,0.598737561768449,0.7659240976637344,0.6958060109456455,0.9114792906360476,0.9544013679957015,0.6959555788197105,0.9094162761272737,0.9534009037240858,0.7285522084566217,1.0000000000000013,3.0,3.0,3.0,3.0,W + noise
3.0,0.5651174742565299,0.6113110252442598,0.7748308231791283,0.6983460541453578,0.918003814985213,0.9578607714192136,0.6985658956491739,0.9177365500326622,0.9577946717167332,0.7285649274276552,1.0000000000000007,3.0,3.0,3.0,3.0,W + noise
3.0,0.5664798883248894,0.6146480769905738,0.7767085631300358,0.7003880294191384,0.9217832495130278,0.9598173151114169,0.6978069054729076,0.9132448519655201,0.9553979361104126,0.7285751334635059,1.0000000000000002,3.0,3.0,3.0,3.0,W + noise
3.0,0.565721133664508,0.6118018606161113,0.7750449207988503,0.6999631129946724,0.9184591208197019,0.9581245579685236,0.6988077306688104,0.9152677530482081,0.956509166140256,0.7285623379074697,1.0000000000000004,3.0,3.0,3.0,3.0,W + noise
3.0,0.5676673473511311,0.616893784430676,0.7781101192975814,0.6980987726881679,0.9173907677469817,0.9574995613429633,0.6979776630304159,0.9132444597258302,0.9553977348069103,0.7285464244221875,0.9999999999999999,3.0,3.0,3.0,3.0,W + noise
