N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho,labels
5.0,0.724965400762169,0.5385802254365543,0.7249653999218026,0.9321874179489863,0.8698725562960511,0.9321874167257704,0.9347836943170339,0.8747078631804481,0.9347836944783303,0.9999999999997751,0.9999999999999993,5.0,5.0,5.0,5.0,GHZ
5.0,0.7199785937490835,0.5313079923233086,0.7196906122527441,0.9219450749603924,0.8511041397398348,0.9219376648287433,0.9182462153675328,0.8443047147866022,0.9182557591622984,0.9999858711885632,1.0000000000000009,5.0,5.0,5.0,5.0,GHZ + noise
5.0,0.41324912603378744,0.6912168332926336,0.8257578104071802,0.47439278574168264,0.8973610263184164,0.9468368347246207,0.47061439864173676,0.8867781161295744,0.9412055490107198,0.5000057510099657,1.0000000000000007,5.0,5.0,5.0,5.0,GHZ + noise
5.0,0.4242382593993586,0.7199402544989094,0.8459033118318409,0.4743998460737071,0.8966891494176276,0.9465733308766259,0.47773278263434793,0.9115597310609279,0.9545539930411808,0.5000122263510207,1.0000000000000018,5.0,5.0,5.0,5.0,GHZ + noise
5.0,0.726017347123176,0.5402821609438863,0.7260329986549641,0.9296075863097162,0.8654031891038736,0.9296210897549235,0.9318227566117377,0.8684029176050321,0.931322076403077,0.9999666458230612,0.9999999999999992,5.0,5.0,5.0,5.0,GHZ + noise
5.0,0.39240188916204943,0.6275944838930881,0.7844046545761749,0.4730842885159343,0.8972336046503516,0.9468857584754633,0.472796262301005,0.894086886249018,0.9452601552194132,0.5000226395368845,1.0000000000000004,5.0,5.0,5.0,5.0,GHZ + noise
5.0,0.7497672389949821,0.5734547093263669,0.7497672386239773,0.931895949077888,0.8696041965859357,0.9318959490143083,0.9386046395653624,0.8817924468021499,0.9386046392395948,0.9999999999999892,1.0,5.0,5.0,5.0,5.0,W
5.0,0.7567855511949495,0.5831125628145754,0.7564513967460882,0.9341493101217557,0.8725811944159609,0.9335043865170182,0.933567685009344,0.8715013616960539,0.9330848902755376,1.0000081434202048,1.0,5.0,5.0,5.0,5.0,W + noise
5.0,0.747965670516712,0.5721201969832719,0.7477278960397474,0.9309427521746038,0.8672732725397947,0.9307563863500039,0.9260755555253446,0.858071907362366,0.9257657166336508,0.9999832064390213,1.0000000000000016,5.0,5.0,5.0,5.0,W + noise
5.0,0.7593073068074814,0.5861144327713582,0.75886771806734,0.9343347742329466,0.8734302899558575,0.9339408763648593,0.933583579399633,0.8719782784922243,0.9333573162506202,1.0000188129681546,1.0000000000000016,5.0,5.0,5.0,5.0,W + noise
5.0,0.7546004490132884,0.580153036495544,0.7541184666701958,0.9336580917555857,0.8718446767113015,0.9330836327580364,0.9343086891614768,0.8730055520596735,0.9338872790021838,0.9999919810399915,1.000000000000002,5.0,5.0,5.0,5.0,W + noise
5.0,0.7565919553731228,0.5823144913585179,0.7559700422237428,0.9315521228640674,0.8683936399706718,0.9312387964112655,0.9309775761053481,0.8675203347407354,0.930926171420513,0.9999863785959613,1.0000000000000013,5.0,5.0,5.0,5.0,W + noise
