N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho
6.0,0.7074548864708803,0.5250892915222694,0.7161815419912668,0.9009921925093676,0.83444288352232,0.9127767660597065,0.9006132737477115,0.8337772015160759,0.912471350322019,0.986889714938644,0.9999999999999993,6.0,6.0,6.0,6.0
6.0,0.7122689409993461,0.5400971899131699,0.7259554265201549,0.8992521731206343,0.8412007882678977,0.9163351421158286,0.8995702725223087,0.8418966012956177,0.9168450641974093,0.9811685420701265,0.999999999999998,6.0,6.0,6.0,6.0
6.0,0.671603219542651,0.5134300009108594,0.7088179797594848,0.8613078937174448,0.8281032892170408,0.9093623217081435,0.8635686174497329,0.831748995560071,0.9114611690828088,0.9477171729840916,1.0,6.0,6.0,6.0,6.0
6.0,0.7197433040095346,0.5361584690159373,0.7231742187777875,0.9138809642891028,0.8446256477565175,0.9182969660999968,0.9147604989041159,0.8459118740642653,0.9190789221335725,0.9954197359393215,1.0000000000000009,6.0,6.0,6.0,6.0
6.0,0.7238989819547871,0.5419055652463938,0.7288474232901327,0.9055911171744186,0.8338737779812182,0.9125189161296956,0.905167469958505,0.8331034808339094,0.912123846718609,0.9923133494218506,0.9999999999999989,6.0,6.0,6.0,6.0
6.0,0.7057325295972948,0.5126778991641315,0.7077488154763752,0.9106281862554786,0.8350078246413453,0.9131750045462053,0.9112218575669006,0.8360054886547854,0.9138102455315114,0.9970671465277955,0.9999999999999991,6.0,6.0,6.0,6.0
6.0,0.6617315232324892,0.5290116676580933,0.7195840777369681,0.8415269043616167,0.8386636707758524,0.9151657997344014,0.8414690059535335,0.838915593868387,0.9153676768713581,0.9191117509533723,1.0000000000000004,6.0,6.0,6.0,6.0
6.0,0.7201472130575917,0.5327328437017895,0.7219854912559346,0.9083165667061939,0.8302123804475612,0.9105424877273149,0.910315811038839,0.8337315855743342,0.9125686562111887,0.9974923113157219,1.0000000000000024,6.0,6.0,6.0,6.0
6.0,0.6939092453124657,0.5196347331887176,0.7125447627609014,0.8865498904498677,0.8311661945593836,0.9110987321343614,0.8864606663309342,0.83127934598327,0.9112216660273628,0.9730296827372347,0.9999999999999993,6.0,6.0,6.0,6.0
6.0,0.7258549978381039,0.5440403116627428,0.729259298955901,0.9048813564140742,0.8292916650639671,0.9100173947156392,0.9046774110660264,0.828923355708906,0.9099438208948436,0.994192983312989,1.0,6.0,6.0,6.0,6.0
6.0,0.6907021558459676,0.5280915917797637,0.718740232902886,0.8755246595470327,0.8296366339031698,0.9101511225833319,0.8786244082643193,0.8355334540925059,0.9134860426659417,0.9617709150709173,0.9999999999999979,6.0,6.0,6.0,6.0
6.0,0.689421161332251,0.5317700924222174,0.7218701643079803,0.8730979683869535,0.8351803692566138,0.9132555318606468,0.8753054294049034,0.8400083715179874,0.9159871622225007,0.9554932637465382,0.9999999999999993,6.0,6.0,6.0,6.0
6.0,0.7350192368947822,0.562603836628882,0.7405947813030344,0.9051247768466003,0.833313278388649,0.9121258787699233,0.9059577173133473,0.8344200132307666,0.912819714726072,0.9924881231934612,1.0000000000000004,6.0,6.0,6.0,6.0
6.0,0.7033988620099366,0.5164713014416191,0.7109943766081449,0.9001780745589953,0.8287385824245018,0.9097624426562432,0.9007265526315817,0.8295186274984125,0.9102873638038202,0.9896279550486338,1.000000000000002,6.0,6.0,6.0,6.0
6.0,0.6999316396465848,0.504090377127788,0.7022268671596361,0.9062006022348336,0.8272130349484257,0.9089323821595818,0.9052370641537348,0.8250750785557869,0.9078379214681431,0.997133049634314,0.9999999999999988,6.0,6.0,6.0,6.0
6.0,0.7199056022958604,0.5311518678677274,0.7208830810320405,0.9106804218634509,0.8331362251037968,0.9121362948799521,0.9094791026938956,0.8308711639935836,0.9109746158153935,0.9983537658235723,0.9999999999999981,6.0,6.0,6.0,6.0
6.0,0.7337625495316651,0.5556771676019638,0.7377075977240601,0.910492890635596,0.8386988337678122,0.9151301327431771,0.9108336598112043,0.839283356240975,0.915554443168214,0.9949022432023452,0.9999999999999998,6.0,6.0,6.0,6.0
6.0,0.7077637716100091,0.5377304146007609,0.7255587969568631,0.8917560664452852,0.8373328307054635,0.914209452653256,0.8932312588670771,0.8382370646753657,0.9149549942149771,0.97618343871497,0.999999999999999,6.0,6.0,6.0,6.0
6.0,0.700783713116425,0.532724750173192,0.7218370766490207,0.8870949994698473,0.8367569161341825,0.9141489990758798,0.8867436481434552,0.8368989285880022,0.9142732542760205,0.9698127896096912,1.000000000000001,6.0,6.0,6.0,6.0
