N_entangling,fid_sampler,purity_sampler,fid_sampler_to_NN_approx,fid_sampler_no_readout,purity_sampler_no_readout,fid_sampler_no_readout_to_NN_approx,fid_noisy_state_sim,purity_noisy_state_sim,fid_noisy_state_sim_to_NN_approx,fid_ideal,purity_ideal,N_entangling_sampler,N_entangling_sampler_no_readout,N_entangling_noisy_rho,N_entangling_ideal_rho
3.0,0.6230975391014867,0.5868040814883555,0.758711384569583,0.7811439386492817,0.9140980623716961,0.9558451696888947,0.7819346761776176,0.9144339594847855,0.9560780050285739,0.8176634690385168,0.9999999999999991,3.0,3.0,3.0,3.0
3.0,0.6717039469504038,0.5743919797978049,0.7501820039389014,0.8494271239357915,0.9114890856201294,0.9544720403201317,0.8496350290402561,0.9110280557610564,0.9542407591442019,0.8900633648492341,1.0000000000000016,3.0,3.0,3.0,3.0
3.0,0.5674556469780934,0.5827497122231917,0.7557661996059417,0.7197194462516446,0.9208797717202339,0.9594023501041538,0.7183902971146529,0.9208715359733799,0.9594400192189545,0.7483454430893752,1.0000000000000009,3.0,3.0,3.0,3.0
3.0,0.6555960606750002,0.6043621553689411,0.7707670552016004,0.8174490508193405,0.9243897061139991,0.9611822231808662,0.817148718982605,0.9220599704368238,0.9600179610821484,0.8511025509971563,1.0000000000000016,3.0,3.0,3.0,3.0
3.0,0.6254140263992418,0.5613739010586819,0.7431243400041946,0.7946951955069939,0.9032377731634456,0.950189999676907,0.795674287869776,0.9057648986931206,0.9515395378636365,0.8359816368046177,1.0000000000000007,3.0,3.0,3.0,3.0
3.0,0.5931699884423565,0.5623577135644158,0.7426274530554987,0.7610627645795338,0.907112759475873,0.9521720950043266,0.7616568073838093,0.9091679563361852,0.9533119850863521,0.7990640236676994,1.0000000000000004,3.0,3.0,3.0,3.0
3.0,0.5951845019824171,0.5623598829880703,0.74318426857959,0.7599192310965444,0.903634437242258,0.9503925038431722,0.760253256895838,0.9056377685938077,0.9514781075042591,0.7987431866967438,0.9999999999999998,3.0,3.0,3.0,3.0
3.0,0.4303731203632145,0.6307975070812055,0.7859768471086392,0.5291888235657303,0.932514127830681,0.9654422423961925,0.5290594578519714,0.931668256561619,0.9650412549527028,0.548175470504108,1.0000000000000002,3.0,3.0,3.0,3.0
3.0,0.5953209181479318,0.5646426549679847,0.7441374563835327,0.7597776778384505,0.904166240874362,0.9506245768041787,0.760807106421841,0.9079588570523547,0.952661309785346,0.7986885463377822,0.9999999999999996,3.0,3.0,3.0,3.0
3.0,0.4303484895690024,0.657525306662739,0.8044282546849001,0.5109489281394773,0.9258650872075208,0.9617826670441618,0.5117633500429243,0.927330829512194,0.9627768738886843,0.5314954233190945,1.0000000000000004,3.0,3.0,3.0,3.0
